id,book,chapter,verse,language,sentence_length,number_words,clause_length
439630,Leviticus,25,39,hbo,1,5,5.0
439631,Leviticus,25,40,hbo,1,6,6.0
439632,Leviticus,25,40,hbo,1,6,6.0
439633,Leviticus,25,41,hbo,1,8,8.0
439634,Leviticus,25,41,hbo,1,4,4.0
439635,Leviticus,25,41,hbo,1,5,5.0
439637,Leviticus,25,42,hbo,2,9,4.5
439638,Leviticus,25,42,hbo,1,4,4.0
439639,Leviticus,25,43,hbo,1,5,5.0
439640,Leviticus,25,43,hbo,1,4,4.0
439645,Leviticus,25,44,hbo,5,18,3.6
439651,Leviticus,25,45,hbo,6,20,3.3333333333333335
439652,Leviticus,25,45,hbo,1,5,5.0
439654,Leviticus,25,46,hbo,2,11,5.5
439655,Leviticus,25,46,hbo,1,2,2.0
439657,Leviticus,25,46,hbo,2,13,6.5
439658,Leviticus,25,47,hbo,1,8,8.0
439659,Leviticus,25,47,hbo,1,4,4.0
439660,Leviticus,25,47,hbo,1,11,11.0
439662,Leviticus,25,48,hbo,2,5,2.5
439663,Leviticus,25,48,hbo,1,4,4.0
439664,Leviticus,25,49,hbo,1,6,6.0
439665,Leviticus,25,49,hbo,1,7,7.0
439666,Leviticus,25,49,hbo,1,3,3.0
439667,Leviticus,25,49,hbo,1,2,2.0
439669,Leviticus,25,50,hbo,2,12,6.0
439670,Leviticus,25,50,hbo,1,7,7.0
439671,Leviticus,25,50,hbo,1,5,5.0
439672,Leviticus,25,51,hbo,1,6,6.0
439673,Leviticus,25,51,hbo,1,7,7.0
439674,Leviticus,25,52,hbo,1,11,11.0
439675,Leviticus,25,52,hbo,1,3,3.0
439676,Leviticus,25,52,hbo,1,6,6.0
439677,Leviticus,25,53,hbo,1,7,7.0
439678,Leviticus,25,53,hbo,1,6,6.0
439679,Leviticus,25,54,hbo,1,6,6.0
439680,Leviticus,25,54,hbo,1,10,10.0
439681,Leviticus,25,55,hbo,1,5,5.0
439683,Leviticus,25,55,hbo,2,8,4.0
439684,Leviticus,25,55,hbo,1,3,3.0
439685,Leviticus,26,1,hbo,1,6,6.0
439686,Leviticus,26,1,hbo,1,5,5.0
439688,Leviticus,26,1,hbo,2,10,5.0
439689,Leviticus,26,1,hbo,1,4,4.0
439690,Leviticus,26,2,hbo,1,3,3.0
439691,Leviticus,26,2,hbo,1,3,3.0
439692,Leviticus,26,2,hbo,1,2,2.0
439693,Leviticus,26,3,hbo,1,4,4.0
439694,Leviticus,26,3,hbo,1,4,4.0
439695,Leviticus,26,3,hbo,1,3,3.0
439696,Leviticus,26,4,hbo,1,5,5.0
439697,Leviticus,26,4,hbo,1,5,5.0
439698,Leviticus,26,4,hbo,1,6,6.0
439699,Leviticus,26,5,hbo,1,6,6.0
439700,Leviticus,26,5,hbo,1,5,5.0
439701,Leviticus,26,5,hbo,1,5,5.0
439702,Leviticus,26,5,hbo,1,6,6.0
439703,Leviticus,26,6,hbo,1,6,6.0
439704,Leviticus,26,6,hbo,1,2,2.0
439705,Leviticus,26,6,hbo,1,3,3.0
439706,Leviticus,26,6,hbo,1,7,7.0
439707,Leviticus,26,6,hbo,1,6,6.0
439708,Leviticus,26,7,hbo,1,4,4.0
439709,Leviticus,26,7,hbo,1,7,7.0
439710,Leviticus,26,8,hbo,1,5,5.0
439711,Leviticus,26,8,hbo,1,5,5.0
439712,Leviticus,26,8,hbo,1,8,8.0
439713,Leviticus,26,9,hbo,1,3,3.0
439714,Leviticus,26,9,hbo,1,3,3.0
439715,Leviticus,26,9,hbo,1,3,3.0
439716,Leviticus,26,9,hbo,1,5,5.0
439717,Leviticus,26,10,hbo,1,4,4.0
439718,Leviticus,26,10,hbo,1,6,6.0
439719,Leviticus,26,11,hbo,1,5,5.0
439720,Leviticus,26,11,hbo,1,5,5.0
439721,Leviticus,26,12,hbo,1,4,4.0
439722,Leviticus,26,12,hbo,1,5,5.0
439723,Leviticus,26,12,hbo,1,6,6.0
439726,Leviticus,26,13,hbo,3,13,4.333333333333333
439727,Leviticus,26,13,hbo,1,4,4.0
439728,Leviticus,26,13,hbo,1,4,4.0
439729,Leviticus,26,14,hbo,1,5,5.0
439730,Leviticus,26,14,hbo,1,9,9.0
439731,Leviticus,26,15,hbo,1,5,5.0
439734,Leviticus,26,15,hbo,3,16,5.333333333333333
439735,Leviticus,26,16,hbo,1,5,5.0
439738,Leviticus,26,16,hbo,3,16,5.333333333333333
439739,Leviticus,26,16,hbo,1,6,6.0
439740,Leviticus,26,16,hbo,1,3,3.0
439741,Leviticus,26,17,hbo,1,4,4.0
439742,Leviticus,26,17,hbo,1,5,5.0
439743,Leviticus,26,17,hbo,1,4,4.0
439744,Leviticus,26,17,hbo,1,2,2.0
439746,Leviticus,26,17,hbo,2,4,2.0
439747,Leviticus,26,18,hbo,1,7,7.0
439749,Leviticus,26,18,hbo,2,8,4.0
439750,Leviticus,26,19,hbo,1,5,5.0
439752,Leviticus,26,19,hbo,2,13,6.5
439753,Leviticus,26,20,hbo,1,6,6.0
439754,Leviticus,26,20,hbo,1,6,6.0
439755,Leviticus,26,20,hbo,1,7,7.0
439756,Leviticus,26,21,hbo,1,5,5.0
439758,Leviticus,26,21,hbo,2,6,3.0
439759,Leviticus,26,21,hbo,1,7,7.0
439760,Leviticus,26,22,hbo,1,7,7.0
439761,Leviticus,26,22,hbo,1,3,3.0
439762,Leviticus,26,22,hbo,1,4,4.0
439763,Leviticus,26,22,hbo,1,3,3.0
439764,Leviticus,26,22,hbo,1,3,3.0
439765,Leviticus,26,23,hbo,1,7,7.0
439766,Leviticus,26,23,hbo,1,4,4.0
439767,Leviticus,26,24,hbo,1,7,7.0
439768,Leviticus,26,24,hbo,1,8,8.0
439770,Leviticus,26,25,hbo,2,7,3.5
439771,Leviticus,26,25,hbo,1,4,4.0
439772,Leviticus,26,25,hbo,1,5,5.0
439773,Leviticus,26,25,hbo,1,5,5.0
439774,Leviticus,26,26,hbo,1,5,5.0
439775,Leviticus,26,26,hbo,1,8,8.0
439776,Leviticus,26,26,hbo,1,6,6.0
439777,Leviticus,26,26,hbo,1,2,2.0
439778,Leviticus,26,26,hbo,1,3,3.0
439779,Leviticus,26,27,hbo,1,7,7.0
439780,Leviticus,26,27,hbo,1,5,5.0
439781,Leviticus,26,28,hbo,1,6,6.0
439782,Leviticus,26,28,hbo,1,8,8.0
439783,Leviticus,26,29,hbo,1,4,4.0
439784,Leviticus,26,29,hbo,1,4,4.0
439785,Leviticus,26,30,hbo,1,4,4.0
439786,Leviticus,26,30,hbo,1,4,4.0
439787,Leviticus,26,30,hbo,1,7,7.0
439788,Leviticus,26,30,hbo,1,4,4.0
439789,Leviticus,26,31,hbo,1,5,5.0
439790,Leviticus,26,31,hbo,1,4,4.0
439791,Leviticus,26,31,hbo,1,6,6.0
439792,Leviticus,26,32,hbo,1,6,6.0
439794,Leviticus,26,32,hbo,2,7,3.5
439795,Leviticus,26,33,hbo,1,6,6.0
439796,Leviticus,26,33,hbo,1,4,4.0
439797,Leviticus,26,33,hbo,1,4,4.0
439798,Leviticus,26,33,hbo,1,4,4.0
439800,Leviticus,26,34,hbo,2,9,4.5
439801,Leviticus,26,34,hbo,1,5,5.0
439802,Leviticus,26,34,hbo,1,4,4.0
439803,Leviticus,26,34,hbo,1,4,4.0
439807,Leviticus,26,35,hbo,4,13,3.25
439809,Leviticus,26,36,hbo,2,12,6.0
439810,Leviticus,26,36,hbo,1,6,6.0
439811,Leviticus,26,36,hbo,1,4,4.0
439812,Leviticus,26,36,hbo,1,2,2.0
439813,Leviticus,26,36,hbo,1,3,3.0
439815,Leviticus,26,37,hbo,2,9,4.5
439816,Leviticus,26,37,hbo,1,3,3.0
439817,Leviticus,26,37,hbo,1,8,8.0
439818,Leviticus,26,38,hbo,1,5,5.0
439819,Leviticus,26,38,hbo,1,5,5.0
439821,Leviticus,26,39,hbo,2,10,5.0
439822,Leviticus,26,39,hbo,1,7,7.0
439827,Leviticus,26,41,hbo,5,32,6.4
439828,Leviticus,26,41,hbo,1,6,6.0
439829,Leviticus,26,41,hbo,1,5,5.0
439831,Leviticus,26,42,hbo,2,10,5.0
439832,Leviticus,26,42,hbo,1,6,6.0
439833,Leviticus,26,42,hbo,1,4,4.0
439834,Leviticus,26,43,hbo,1,5,5.0
439836,Leviticus,26,43,hbo,2,7,3.5
439837,Leviticus,26,43,hbo,1,5,5.0
439839,Leviticus,26,43,hbo,2,7,3.5
439840,Leviticus,26,43,hbo,1,5,5.0
439841,Leviticus,26,44,hbo,1,4,4.0
439843,Leviticus,26,44,hbo,2,7,3.5
439846,Leviticus,26,44,hbo,3,9,3.0
439847,Leviticus,26,44,hbo,1,4,4.0
439850,Leviticus,26,45,hbo,3,20,6.666666666666667
439851,Leviticus,26,45,hbo,1,2,2.0
439853,Leviticus,26,46,hbo,2,23,11.5
439855,Leviticus,27,1,hbo,2,7,3.5
439856,Leviticus,27,2,hbo,1,4,4.0
439857,Leviticus,27,2,hbo,1,3,3.0
439860,Leviticus,27,2,hbo,3,9,3.0
439861,Leviticus,27,3,hbo,1,14,14.0
439862,Leviticus,27,3,hbo,1,10,10.0
439863,Leviticus,27,4,hbo,1,4,4.0
439864,Leviticus,27,4,hbo,1,5,5.0
439865,Leviticus,27,5,hbo,1,11,11.0
439867,Leviticus,27,5,hbo,2,13,6.5
439868,Leviticus,27,6,hbo,1,10,10.0
439870,Leviticus,27,6,hbo,2,16,8.0
439871,Leviticus,27,7,hbo,1,8,8.0
439872,Leviticus,27,7,hbo,1,2,2.0
439874,Leviticus,27,7,hbo,2,12,6.0
439875,Leviticus,27,8,hbo,1,6,6.0
439876,Leviticus,27,8,hbo,1,6,6.0
439877,Leviticus,27,8,hbo,1,5,5.0
439879,Leviticus,27,8,hbo,2,10,5.0
439883,Leviticus,27,9,hbo,4,17,4.25
439884,Leviticus,27,10,hbo,1,2,2.0
439887,Leviticus,27,10,hbo,3,11,3.6666666666666665
439888,Leviticus,27,10,hbo,1,7,7.0
439889,Leviticus,27,10,hbo,1,2,2.0
439890,Leviticus,27,10,hbo,1,5,5.0
439893,Leviticus,27,11,hbo,3,21,7.0
439894,Leviticus,27,12,hbo,1,10,10.0
439895,Leviticus,27,12,hbo,1,6,6.0
439896,Leviticus,27,13,hbo,1,4,4.0
439897,Leviticus,27,13,hbo,1,5,5.0
439899,Leviticus,27,14,hbo,2,9,4.5
439900,Leviticus,27,14,hbo,1,9,9.0
439902,Leviticus,27,14,hbo,2,8,4.0
439903,Leviticus,27,15,hbo,1,7,7.0
439904,Leviticus,27,15,hbo,1,6,6.0
439905,Leviticus,27,15,hbo,1,3,3.0
439906,Leviticus,27,16,hbo,1,9,9.0
439907,Leviticus,27,16,hbo,1,13,13.0
439908,Leviticus,27,17,hbo,1,7,7.0
439909,Leviticus,27,17,hbo,1,3,3.0
439910,Leviticus,27,18,hbo,1,7,7.0
439912,Leviticus,27,18,hbo,2,18,9.0
439913,Leviticus,27,18,hbo,1,4,4.0
439915,Leviticus,27,19,hbo,2,10,5.0
439916,Leviticus,27,19,hbo,1,6,6.0
439917,Leviticus,27,19,hbo,1,3,3.0
439918,Leviticus,27,20,hbo,1,7,7.0
439919,Leviticus,27,20,hbo,1,9,9.0
439920,Leviticus,27,20,hbo,1,3,3.0
439922,Leviticus,27,21,hbo,2,16,8.0
439923,Leviticus,27,21,hbo,1,5,5.0
439925,Leviticus,27,22,hbo,2,13,6.5
439926,Leviticus,27,23,hbo,1,13,13.0
439927,Leviticus,27,23,hbo,1,10,10.0
439928,Leviticus,27,23,hbo,1,3,3.0
439931,Leviticus,27,24,hbo,3,18,6.0
439932,Leviticus,27,25,hbo,1,8,8.0
439933,Leviticus,27,25,hbo,1,5,5.0
439936,Leviticus,27,26,hbo,3,12,4.0
439937,Leviticus,27,26,hbo,1,2,2.0
439938,Leviticus,27,26,hbo,1,2,2.0
439939,Leviticus,27,26,hbo,1,3,3.0
439940,Leviticus,27,27,hbo,1,7,7.0
439941,Leviticus,27,27,hbo,1,4,4.0
439942,Leviticus,27,27,hbo,1,4,4.0
439943,Leviticus,27,27,hbo,1,4,4.0
439944,Leviticus,27,27,hbo,1,4,4.0
439949,Leviticus,27,28,hbo,5,25,5.0
439953,Leviticus,27,29,hbo,4,16,4.0
439954,Leviticus,27,29,hbo,1,2,2.0
439957,Leviticus,27,30,hbo,3,19,6.333333333333333
439958,Leviticus,27,31,hbo,1,7,7.0
439959,Leviticus,27,31,hbo,1,3,3.0
439962,Leviticus,27,32,hbo,3,18,6.0
439963,Leviticus,27,33,hbo,1,6,6.0
439964,Leviticus,27,33,hbo,1,3,3.0
439965,Leviticus,27,33,hbo,1,4,4.0
439966,Leviticus,27,33,hbo,1,2,2.0
439967,Leviticus,27,33,hbo,1,5,5.0
439968,Leviticus,27,33,hbo,1,2,2.0
439970,Leviticus,27,34,hbo,2,14,7.0
439973,Numbers,1,1,hbo,3,30,10.0
439974,Numbers,1,2,hbo,1,19,19.0
439977,Numbers,1,3,hbo,3,18,6.0
439978,Numbers,1,4,hbo,1,8,8.0
439980,Numbers,1,4,hbo,2,6,3.0
439982,Numbers,1,5,hbo,2,8,4.0
439983,Numbers,1,5,hbo,1,5,5.0
439984,Numbers,1,6,hbo,1,5,5.0
439985,Numbers,1,7,hbo,1,5,5.0
439986,Numbers,1,8,hbo,1,5,5.0
439987,Numbers,1,9,hbo,1,5,5.0
439990,Numbers,1,10,hbo,3,13,4.333333333333333
439991,Numbers,1,11,hbo,1,5,5.0
439992,Numbers,1,12,hbo,1,5,5.0
439993,Numbers,1,13,hbo,1,5,5.0
439994,Numbers,1,14,hbo,1,5,5.0
439995,Numbers,1,15,hbo,1,5,5.0
439996,Numbers,1,16,hbo,1,7,7.0
439997,Numbers,1,16,hbo,1,4,4.0
439999,Numbers,1,17,hbo,2,14,7.0
440000,Numbers,1,18,hbo,1,13,13.0
440002,Numbers,1,19,hbo,2,24,12.0
440003,Numbers,1,19,hbo,1,5,5.0
440004,Numbers,1,20,hbo,1,28,28.0
440005,Numbers,1,21,hbo,1,11,11.0
440007,Numbers,1,22,hbo,2,26,13.0
440008,Numbers,1,23,hbo,1,11,11.0
440010,Numbers,1,24,hbo,2,21,10.5
440011,Numbers,1,25,hbo,1,13,13.0
440013,Numbers,1,26,hbo,2,21,10.5
440014,Numbers,1,27,hbo,1,11,11.0
440016,Numbers,1,28,hbo,2,21,10.5
440017,Numbers,1,29,hbo,1,11,11.0
440019,Numbers,1,30,hbo,2,21,10.5
440020,Numbers,1,31,hbo,1,11,11.0
440026,Numbers,1,34,hbo,5,45,9.0
440024,Numbers,1,33,hbo,1,9,9.0
440027,Numbers,1,35,hbo,1,10,10.0
440029,Numbers,1,36,hbo,2,21,10.5
440030,Numbers,1,37,hbo,1,11,11.0
440032,Numbers,1,38,hbo,2,21,10.5
440033,Numbers,1,39,hbo,1,11,11.0
440035,Numbers,1,40,hbo,2,21,10.5
440036,Numbers,1,41,hbo,1,11,11.0
440038,Numbers,1,42,hbo,2,20,10.0
440039,Numbers,1,43,hbo,1,11,11.0
440041,Numbers,1,44,hbo,2,14,7.0
440042,Numbers,1,44,hbo,1,6,6.0
440044,Numbers,1,45,hbo,2,20,10.0
440045,Numbers,1,46,hbo,1,16,16.0
440046,Numbers,1,47,hbo,1,10,10.0
440048,Numbers,1,48,hbo,2,7,3.5
440049,Numbers,1,49,hbo,1,6,6.0
440050,Numbers,1,49,hbo,1,9,9.0
440052,Numbers,1,50,hbo,2,19,9.5
440053,Numbers,1,50,hbo,1,9,9.0
440054,Numbers,1,50,hbo,1,3,3.0
440055,Numbers,1,50,hbo,1,6,6.0
440057,Numbers,1,51,hbo,2,9,4.5
440059,Numbers,1,51,hbo,2,9,4.5
440061,Numbers,1,51,hbo,2,6,3.0
440064,Numbers,1,52,hbo,3,13,4.333333333333333
440065,Numbers,1,53,hbo,1,9,9.0
440066,Numbers,1,53,hbo,1,8,8.0
440067,Numbers,1,53,hbo,1,9,9.0
440069,Numbers,1,54,hbo,2,11,5.5
440070,Numbers,1,54,hbo,1,2,2.0
440072,Numbers,2,1,hbo,2,10,5.0
440074,Numbers,2,2,hbo,2,11,5.5
440075,Numbers,2,2,hbo,1,7,7.0
440077,Numbers,2,3,hbo,2,10,5.0
440078,Numbers,2,3,hbo,1,8,8.0
440079,Numbers,2,4,hbo,1,11,11.0
440084,Numbers,2,7,hbo,3,8,2.6666666666666665
440082,Numbers,2,5,hbo,1,8,8.0
440083,Numbers,2,6,hbo,1,11,11.0
440085,Numbers,2,7,hbo,1,8,8.0
440086,Numbers,2,8,hbo,1,11,11.0
440087,Numbers,2,9,hbo,1,19,19.0
440088,Numbers,2,9,hbo,1,2,2.0
440089,Numbers,2,10,hbo,1,6,6.0
440090,Numbers,2,10,hbo,1,8,8.0
440091,Numbers,2,11,hbo,1,11,11.0
440096,Numbers,2,14,hbo,3,9,3.0
440094,Numbers,2,12,hbo,1,8,8.0
440095,Numbers,2,13,hbo,1,11,11.0
440097,Numbers,2,14,hbo,1,8,8.0
440098,Numbers,2,15,hbo,1,13,13.0
440099,Numbers,2,16,hbo,1,20,20.0
440100,Numbers,2,16,hbo,1,3,3.0
440101,Numbers,2,17,hbo,1,11,11.0
440103,Numbers,2,17,hbo,2,5,2.5
440104,Numbers,2,17,hbo,1,5,5.0
440105,Numbers,2,18,hbo,1,6,6.0
440106,Numbers,2,18,hbo,1,8,8.0
440107,Numbers,2,19,hbo,1,9,9.0
440111,Numbers,2,22,hbo,2,7,3.5
440109,Numbers,2,20,hbo,1,8,8.0
440110,Numbers,2,21,hbo,1,10,10.0
440112,Numbers,2,22,hbo,1,8,8.0
440113,Numbers,2,23,hbo,1,11,11.0
440114,Numbers,2,24,hbo,1,15,15.0
440115,Numbers,2,24,hbo,1,3,3.0
440116,Numbers,2,25,hbo,1,6,6.0
440117,Numbers,2,25,hbo,1,8,8.0
440118,Numbers,2,26,hbo,1,11,11.0
440123,Numbers,2,29,hbo,3,9,3.0
440121,Numbers,2,27,hbo,1,8,8.0
440122,Numbers,2,28,hbo,1,11,11.0
440124,Numbers,2,29,hbo,1,8,8.0
440125,Numbers,2,30,hbo,1,11,11.0
440126,Numbers,2,31,hbo,1,16,16.0
440127,Numbers,2,31,hbo,1,6,6.0
440128,Numbers,2,32,hbo,1,7,7.0
440129,Numbers,2,32,hbo,1,17,17.0
440131,Numbers,2,33,hbo,2,15,7.5
440133,Numbers,2,34,hbo,2,11,5.5
440134,Numbers,2,34,hbo,1,4,4.0
440135,Numbers,2,34,hbo,1,3,3.0
440136,Numbers,2,34,hbo,1,6,6.0
440138,Numbers,3,1,hbo,2,15,7.5
440139,Numbers,3,2,hbo,1,5,5.0
440140,Numbers,3,2,hbo,1,3,3.0
440141,Numbers,3,2,hbo,1,5,5.0
440144,Numbers,3,3,hbo,3,13,4.333333333333333
440146,Numbers,3,4,hbo,2,18,9.0
440147,Numbers,3,4,hbo,1,5,5.0
440148,Numbers,3,4,hbo,1,9,9.0
440150,Numbers,3,5,hbo,2,7,3.5
440151,Numbers,3,6,hbo,1,4,4.0
440152,Numbers,3,6,hbo,1,8,8.0
440153,Numbers,3,6,hbo,1,3,3.0
440155,Numbers,3,7,hbo,2,20,10.0
440157,Numbers,3,8,hbo,2,18,9.0
440158,Numbers,3,9,hbo,1,10,10.0
440159,Numbers,3,9,hbo,1,1,1.0
440160,Numbers,3,9,hbo,1,7,7.0
440161,Numbers,3,10,hbo,1,7,7.0
440162,Numbers,3,10,hbo,1,4,4.0
440163,Numbers,3,10,hbo,1,6,6.0
440165,Numbers,3,11,hbo,2,7,3.5
440167,Numbers,3,12,hbo,2,19,9.5
440168,Numbers,3,12,hbo,1,5,5.0
440169,Numbers,3,13,hbo,1,4,4.0
440171,Numbers,3,13,hbo,2,18,9.0
440172,Numbers,3,13,hbo,1,2,2.0
440173,Numbers,3,13,hbo,1,2,2.0
440175,Numbers,3,14,hbo,2,10,5.0
440176,Numbers,3,15,hbo,1,9,9.0
440178,Numbers,3,15,hbo,2,8,4.0
440180,Numbers,3,16,hbo,2,10,5.0
440187,Numbers,3,20,hbo,4,24,6.0
440182,Numbers,3,17,hbo,1,5,5.0
440184,Numbers,3,18,hbo,1,3,3.0
440186,Numbers,3,19,hbo,1,6,6.0
440188,Numbers,3,20,hbo,1,3,3.0
440190,Numbers,3,20,hbo,2,8,4.0
440191,Numbers,3,21,hbo,1,9,9.0
440193,Numbers,3,21,hbo,2,5,2.5
440195,Numbers,3,22,hbo,2,16,8.0
440196,Numbers,3,23,hbo,1,8,8.0
440197,Numbers,3,24,hbo,1,10,10.0
440200,Numbers,3,26,hbo,3,43,14.333333333333334
440201,Numbers,3,27,hbo,1,18,18.0
440203,Numbers,3,27,hbo,2,5,2.5
440204,Numbers,3,28,hbo,1,18,18.0
440205,Numbers,3,29,hbo,1,9,9.0
440206,Numbers,3,30,hbo,1,11,11.0
440208,Numbers,3,31,hbo,2,26,13.0
440209,Numbers,3,32,hbo,1,10,10.0
440210,Numbers,3,32,hbo,1,5,5.0
440211,Numbers,3,33,hbo,1,9,9.0
440213,Numbers,3,33,hbo,2,4,2.0
440214,Numbers,3,34,hbo,1,15,15.0
440215,Numbers,3,35,hbo,1,10,10.0
440216,Numbers,3,35,hbo,1,6,6.0
440218,Numbers,3,37,hbo,2,31,15.5
440221,Numbers,3,38,hbo,3,26,8.666666666666666
440222,Numbers,3,38,hbo,1,6,6.0
440224,Numbers,3,39,hbo,2,25,12.5
440225,Numbers,3,40,hbo,1,5,5.0
440226,Numbers,3,40,hbo,1,12,12.0
440227,Numbers,3,40,hbo,1,5,5.0
440230,Numbers,3,41,hbo,2,24,12.0
440229,Numbers,3,41,hbo,1,2,2.0
440232,Numbers,3,42,hbo,2,14,7.0
440233,Numbers,3,43,hbo,1,24,24.0
440235,Numbers,3,44,hbo,2,7,3.5
440237,Numbers,3,45,hbo,2,17,8.5
440238,Numbers,3,45,hbo,1,5,5.0
440239,Numbers,3,45,hbo,1,2,2.0
440242,Numbers,3,47,hbo,3,28,9.333333333333334
440243,Numbers,3,47,hbo,1,5,5.0
440244,Numbers,3,47,hbo,1,4,4.0
440246,Numbers,3,48,hbo,2,13,6.5
440248,Numbers,3,49,hbo,2,15,7.5
440249,Numbers,3,50,hbo,1,21,21.0
440251,Numbers,3,51,hbo,2,21,10.5
440253,Numbers,4,1,hbo,2,10,5.0
440257,Numbers,4,3,hbo,4,36,9.0
440258,Numbers,4,4,hbo,1,10,10.0
440260,Numbers,4,5,hbo,2,9,4.5
440261,Numbers,4,5,hbo,1,6,6.0
440262,Numbers,4,5,hbo,1,7,7.0
440263,Numbers,4,6,hbo,1,6,6.0
440264,Numbers,4,6,hbo,1,8,8.0
440265,Numbers,4,6,hbo,1,3,3.0
440266,Numbers,4,7,hbo,1,8,8.0
440267,Numbers,4,7,hbo,1,19,19.0
440268,Numbers,4,7,hbo,1,6,6.0
440269,Numbers,4,8,hbo,1,6,6.0
440270,Numbers,4,8,hbo,1,7,7.0
440271,Numbers,4,8,hbo,1,4,4.0
440272,Numbers,4,9,hbo,1,4,4.0
440274,Numbers,4,9,hbo,2,24,12.0
440275,Numbers,4,10,hbo,1,11,11.0
440276,Numbers,4,10,hbo,1,5,5.0
440277,Numbers,4,11,hbo,1,8,8.0
440278,Numbers,4,11,hbo,1,7,7.0
440279,Numbers,4,11,hbo,1,4,4.0
440281,Numbers,4,12,hbo,2,13,6.5
440282,Numbers,4,12,hbo,1,5,5.0
440283,Numbers,4,12,hbo,1,7,7.0
440284,Numbers,4,12,hbo,1,5,5.0
440285,Numbers,4,13,hbo,1,5,5.0
440286,Numbers,4,13,hbo,1,5,5.0
440288,Numbers,4,14,hbo,2,28,14.0
440289,Numbers,4,14,hbo,1,6,6.0
440290,Numbers,4,14,hbo,1,3,3.0
440293,Numbers,4,15,hbo,3,20,6.666666666666667
440295,Numbers,4,15,hbo,2,8,4.0
440296,Numbers,4,15,hbo,1,6,6.0
440297,Numbers,4,15,hbo,1,2,2.0
440298,Numbers,4,15,hbo,1,7,7.0
440300,Numbers,4,16,hbo,2,35,17.5
440302,Numbers,4,17,hbo,2,10,5.0
440303,Numbers,4,18,hbo,1,11,11.0
440304,Numbers,4,19,hbo,1,4,4.0
440307,Numbers,4,19,hbo,2,8,4.0
440306,Numbers,4,19,hbo,1,3,3.0
440308,Numbers,4,19,hbo,1,4,4.0
440310,Numbers,4,19,hbo,2,10,5.0
440313,Numbers,4,20,hbo,3,10,3.3333333333333335
440314,Numbers,4,20,hbo,1,2,2.0
440316,Numbers,4,21,hbo,2,7,3.5
440317,Numbers,4,22,hbo,1,12,12.0
440321,Numbers,4,23,hbo,4,24,6.0
440324,Numbers,4,24,hbo,3,10,3.3333333333333335
440329,Numbers,4,26,hbo,5,61,12.2
440330,Numbers,4,26,hbo,1,2,2.0
440331,Numbers,4,27,hbo,1,18,18.0
440332,Numbers,4,27,hbo,1,8,8.0
440333,Numbers,4,28,hbo,1,9,9.0
440334,Numbers,4,28,hbo,1,9,9.0
440336,Numbers,4,29,hbo,2,9,4.5
440339,Numbers,4,30,hbo,3,24,8.0
440340,Numbers,4,31,hbo,1,10,10.0
440341,Numbers,4,31,hbo,1,9,9.0
440342,Numbers,4,32,hbo,1,5,5.0
440343,Numbers,4,32,hbo,1,13,13.0
440344,Numbers,4,32,hbo,1,8,8.0
440345,Numbers,4,33,hbo,1,18,18.0
440348,Numbers,4,35,hbo,3,41,13.666666666666666
440349,Numbers,4,36,hbo,1,10,10.0
440352,Numbers,4,37,hbo,3,22,7.333333333333333
440356,Numbers,4,40,hbo,4,46,11.5
440359,Numbers,4,41,hbo,3,19,6.333333333333333
440363,Numbers,4,44,hbo,4,41,10.25
440365,Numbers,4,45,hbo,2,16,8.0
440371,Numbers,4,48,hbo,6,54,9.0
440375,Numbers,4,49,hbo,4,22,5.5
440377,Numbers,5,1,hbo,2,7,3.5
440378,Numbers,5,2,hbo,1,4,4.0
440380,Numbers,5,2,hbo,2,15,7.5
440381,Numbers,5,3,hbo,1,5,5.0
440382,Numbers,5,3,hbo,1,7,7.0
440384,Numbers,5,3,hbo,2,10,5.0
440385,Numbers,5,4,hbo,1,5,5.0
440386,Numbers,5,4,hbo,1,9,9.0
440388,Numbers,5,4,hbo,2,10,5.0
440390,Numbers,5,5,hbo,2,7,3.5
440391,Numbers,5,6,hbo,1,4,4.0
440395,Numbers,5,6,hbo,4,21,5.25
440397,Numbers,5,7,hbo,2,6,3.0
440398,Numbers,5,7,hbo,1,6,6.0
440399,Numbers,5,7,hbo,1,4,4.0
440401,Numbers,5,7,hbo,2,6,3.0
440403,Numbers,5,8,hbo,2,12,6.0
440407,Numbers,5,8,hbo,4,19,4.75
440409,Numbers,5,9,hbo,2,15,7.5
440411,Numbers,5,10,hbo,2,6,3.0
440414,Numbers,5,10,hbo,3,8,2.6666666666666665
440416,Numbers,5,11,hbo,2,7,3.5
440417,Numbers,5,12,hbo,1,4,4.0
440418,Numbers,5,12,hbo,1,3,3.0
440424,Numbers,5,13,hbo,6,22,3.6666666666666665
440425,Numbers,5,13,hbo,1,3,3.0
440426,Numbers,5,13,hbo,1,4,4.0
440427,Numbers,5,13,hbo,1,4,4.0
440428,Numbers,5,14,hbo,1,5,5.0
440429,Numbers,5,14,hbo,1,4,4.0
440430,Numbers,5,14,hbo,1,3,3.0
440431,Numbers,5,14,hbo,1,5,5.0
440432,Numbers,5,14,hbo,1,4,4.0
440433,Numbers,5,14,hbo,1,4,4.0
440434,Numbers,5,15,hbo,1,9,9.0
440435,Numbers,5,15,hbo,1,10,10.0
440436,Numbers,5,15,hbo,1,4,4.0
440437,Numbers,5,15,hbo,1,5,5.0
440440,Numbers,5,15,hbo,3,8,2.6666666666666665
