id,book,chapter,verse,language,sentence_length,number_words,clause_length
16139,Kuntillet_Ajrud,19,1,Hebrew,1,2,2.0
16140,Kuntillet_Ajrud,19,1,Hebrew,1,4,4.0
16141,Kuntillet_Ajrud,19,1,Hebrew,1,3,3.0
16142,Kuntillet_Ajrud,19,1,Hebrew,1,9,9.0
16143,Kuntillet_Ajrud,19,1,Hebrew,1,2,2.0
16144,Kuntillet_Ajrud,19,1,Hebrew,1,3,3.0
16145,Kuntillet_Ajrud,19,1,Hebrew,1,5,5.0
16146,Kuntillet_Ajrud,20,1,Hebrew,1,8,8.0
16148,Kuntillet_Ajrud,20,1,Hebrew,2,7,3.5
16149,Kuntillet_Ajrud,20,1,Hebrew,1,3,3.0
16150,Kuntillet_Ajrud,20,1,Hebrew,1,8,8.0
16151,Arad,1,1,Hebrew,1,2,2.0
16152,Arad,1,1,Hebrew,1,2,2.0
16153,Arad,1,1,Hebrew,1,9,9.0
16154,Arad,1,1,Hebrew,1,5,5.0
16156,Arad,1,1,Hebrew,2,16,8.0
16157,Arad,1,1,Hebrew,1,5,5.0
16158,Arad,2,1,Hebrew,1,2,2.0
16159,Arad,2,1,Hebrew,1,2,2.0
16161,Arad,2,1,Hebrew,2,22,11.0
16162,Arad,2,1,Hebrew,1,3,3.0
16163,Arad,2,1,Hebrew,1,2,2.0
16164,Arad,2,1,Hebrew,1,4,4.0
16165,Arad,2,1,Hebrew,1,4,4.0
16166,Arad,40,1,Hebrew,1,9,9.0
16167,Arad,40,1,Hebrew,1,4,4.0
16168,Arad,40,1,Hebrew,1,2,2.0
16170,Arad,40,1,Hebrew,2,8,4.0
16172,Arad,40,1,Hebrew,2,11,5.5
16173,Arad,40,1,Hebrew,1,6,6.0
16174,Arad,40,1,Hebrew,1,6,6.0
16175,Arad,40,1,Hebrew,1,3,3.0
16178,Arad,40,1,Hebrew,3,13,4.333333333333333
16179,Arad,40,1,Hebrew,1,6,6.0
16180,Arad,40,1,Hebrew,1,5,5.0
16181,Arad,40,1,Hebrew,1,3,3.0
16184,Arad,40,1,Hebrew,3,11,3.6666666666666665
16186,Arad,40,1,Hebrew,2,7,3.5
16188,Balaam,1,1,Hebrew,2,7,3.5
16189,Balaam,1,1,Hebrew,1,2,2.0
16190,Balaam,1,1,Hebrew,1,8,8.0
16191,Balaam,1,1,Hebrew,1,6,6.0
16192,Balaam,1,2,Hebrew,1,6,6.0
16194,Balaam,1,2,Hebrew,2,5,2.5
16196,Balaam,1,2,Hebrew,2,5,2.5
16197,Balaam,1,3,Hebrew,1,5,5.0
16198,Balaam,1,3,Hebrew,1,1,1.0
16199,Balaam,1,3,Hebrew,1,1,1.0
16200,Balaam,1,3,Hebrew,1,2,2.0
16201,Balaam,1,3,Hebrew,1,1,1.0
16202,Balaam,1,3,Hebrew,1,4,4.0
16203,Balaam,1,3,Hebrew,1,3,3.0
16204,Balaam,1,4,Hebrew,1,6,6.0
16205,Balaam,1,4,Hebrew,1,6,6.0
16206,Balaam,1,4,Hebrew,1,2,2.0
16207,Balaam,1,4,Hebrew,1,2,2.0
16208,Balaam,1,4,Hebrew,1,4,4.0
16209,Balaam,1,4,Hebrew,1,1,1.0
16211,Balaam,1,4,Hebrew,2,5,2.5
16212,Balaam,1,4,Hebrew,1,2,2.0
16213,Balaam,1,4,Hebrew,1,3,3.0
16214,Balaam,1,5,Hebrew,1,2,2.0
16215,Balaam,1,5,Hebrew,1,4,4.0
16216,Balaam,1,5,Hebrew,1,5,5.0
16217,Balaam,1,5,Hebrew,1,1,1.0
16218,Balaam,1,5,Hebrew,1,5,5.0
16219,Balaam,1,5,Hebrew,1,3,3.0
16220,Balaam,1,5,Hebrew,1,3,3.0
16221,Balaam,1,6,Hebrew,1,9,9.0
16222,Balaam,1,6,Hebrew,1,5,5.0
16223,Balaam,1,7,Hebrew,1,4,4.0
16224,Balaam,1,7,Hebrew,1,4,4.0
16225,Balaam,1,7,Hebrew,1,8,8.0
16226,Balaam,1,7,Hebrew,1,3,3.0
16227,Balaam,1,7,Hebrew,1,6,6.0
16228,Balaam,1,7,Hebrew,1,1,1.0
16230,Balaam,1,8,Hebrew,2,5,2.5
16231,Balaam,1,8,Hebrew,1,3,3.0
16232,Balaam,1,8,Hebrew,1,1,1.0
16233,Balaam,1,8,Hebrew,1,2,2.0
16234,Balaam,1,8,Hebrew,1,4,4.0
16235,Balaam,1,9,Hebrew,1,5,5.0
16236,Balaam,1,9,Hebrew,1,4,4.0
16238,Balaam,1,9,Hebrew,2,5,2.5
16239,Balaam,1,9,Hebrew,1,1,1.0
16240,Balaam,1,10,Hebrew,1,2,2.0
16241,Balaam,1,10,Hebrew,1,3,3.0
16242,Balaam,1,10,Hebrew,1,5,5.0
16243,Balaam,1,10,Hebrew,1,3,3.0
16244,Balaam,1,11,Hebrew,1,3,3.0
16245,Balaam,1,11,Hebrew,1,1,1.0
16246,Balaam,1,11,Hebrew,1,3,3.0
16247,Balaam,1,11,Hebrew,1,3,3.0
16248,Balaam,1,11,Hebrew,1,2,2.0
16249,Balaam,2,1,Hebrew,1,1,1.0
16250,Balaam,2,1,Hebrew,1,2,2.0
16251,Balaam,2,1,Hebrew,1,1,1.0
16252,Balaam,2,1,Hebrew,1,1,1.0
16254,Balaam,2,1,Hebrew,2,3,1.5
16255,Balaam,2,1,Hebrew,1,1,1.0
16256,Balaam,2,1,Hebrew,1,1,1.0
16257,Balaam,2,1,Hebrew,1,3,3.0
16258,Balaam,2,1,Hebrew,1,4,4.0
16259,Balaam,2,2,Hebrew,1,2,2.0
16260,Balaam,2,2,Hebrew,1,4,4.0
16261,Balaam,2,2,Hebrew,1,1,1.0
16262,Balaam,2,2,Hebrew,1,4,4.0
16263,Balaam,2,2,Hebrew,1,5,5.0
16264,Balaam,2,2,Hebrew,1,1,1.0
16265,Balaam,2,2,Hebrew,1,13,13.0
16266,Balaam,2,3,Hebrew,1,1,1.0
16267,Balaam,2,3,Hebrew,1,7,7.0
16268,Balaam,2,3,Hebrew,1,5,5.0
16269,Balaam,2,4,Hebrew,1,1,1.0
16270,Balaam,2,4,Hebrew,1,1,1.0
16271,Balaam,2,4,Hebrew,1,1,1.0
16272,Balaam,2,4,Hebrew,1,1,1.0
16273,Balaam,2,4,Hebrew,1,3,3.0
16274,Balaam,2,4,Hebrew,1,2,2.0
16275,Balaam,2,4,Hebrew,1,1,1.0
16276,Balaam,2,4,Hebrew,1,1,1.0
16277,Balaam,2,4,Hebrew,1,1,1.0
16278,Balaam,2,4,Hebrew,1,4,4.0
16280,Balaam,2,4,Hebrew,2,6,3.0
16281,Balaam,2,4,Hebrew,1,1,1.0
16282,Balaam,2,5,Hebrew,1,1,1.0
16283,Balaam,2,5,Hebrew,1,1,1.0
16284,Balaam,2,5,Hebrew,1,1,1.0
16285,Balaam,2,5,Hebrew,1,1,1.0
16286,Balaam,2,5,Hebrew,1,3,3.0
16287,Balaam,2,5,Hebrew,1,5,5.0
16288,Balaam,2,5,Hebrew,1,1,1.0
16289,Balaam,2,5,Hebrew,1,1,1.0
16290,Balaam,2,5,Hebrew,1,8,8.0
16291,Balaam,2,6,Hebrew,1,4,4.0
16292,Balaam,2,6,Hebrew,1,2,2.0
16293,Balaam,2,6,Hebrew,1,1,1.0
16294,Balaam,2,6,Hebrew,1,1,1.0
16295,Balaam,2,6,Hebrew,1,2,2.0
16296,Balaam,2,6,Hebrew,1,6,6.0
16297,Balaam,2,6,Hebrew,1,1,1.0
16298,Balaam,2,6,Hebrew,1,2,2.0
16299,Balaam,2,6,Hebrew,1,1,1.0
16300,Balaam,2,7,Hebrew,1,3,3.0
16301,Balaam,2,7,Hebrew,1,1,1.0
16302,Balaam,2,7,Hebrew,1,3,3.0
16303,Balaam,2,7,Hebrew,1,1,1.0
16304,Balaam,2,7,Hebrew,1,4,4.0
16305,Balaam,2,7,Hebrew,1,2,2.0
16306,Balaam,2,7,Hebrew,1,1,1.0
16307,Balaam,2,7,Hebrew,1,6,6.0
16308,Balaam,2,8,Hebrew,1,1,1.0
16309,Balaam,2,8,Hebrew,1,3,3.0
16310,Balaam,2,8,Hebrew,1,6,6.0
16311,Balaam,2,8,Hebrew,1,5,5.0
16312,Balaam,2,8,Hebrew,1,1,1.0
16313,Balaam,2,8,Hebrew,1,5,5.0
16318,Ketef_Hinnom,1,1,Hebrew,5,35,7.0
16319,Ketef_Hinnom,1,1,Hebrew,1,4,4.0
16320,Ketef_Hinnom,1,1,Hebrew,1,4,4.0
16321,Ketef_Hinnom,1,1,Hebrew,1,2,2.0
16322,Ketef_Hinnom,1,1,Hebrew,1,3,3.0
16323,Ketef_Hinnom,1,1,Hebrew,1,3,3.0
16324,Ketef_Hinnom,1,1,Hebrew,1,6,6.0
16325,Ketef_Hinnom,1,1,Hebrew,1,3,3.0
16326,Ketef_Hinnom,2,1,Hebrew,1,1,1.0
16329,Ketef_Hinnom,2,1,Hebrew,3,12,4.0
16330,Ketef_Hinnom,2,1,Hebrew,1,3,3.0
16331,Ketef_Hinnom,2,1,Hebrew,1,2,2.0
16332,Ketef_Hinnom,2,1,Hebrew,1,6,6.0
16333,Ketef_Hinnom,2,1,Hebrew,1,5,5.0
16335,Lachish,3,1,Hebrew,2,10,5.0
16336,Lachish,3,1,Hebrew,1,10,10.0
16338,Lachish,3,1,Hebrew,2,17,8.5
16340,Lachish,3,1,Hebrew,2,12,6.0
16341,Lachish,3,1,Hebrew,1,5,5.0
16343,Lachish,3,1,Hebrew,2,4,2.0
16344,Lachish,3,1,Hebrew,1,2,2.0
16346,Lachish,3,1,Hebrew,2,10,5.0
16349,Lachish,3,1,Hebrew,3,12,4.0
16350,Lachish,3,1,Hebrew,1,6,6.0
16352,Lachish,3,1,Hebrew,2,7,3.5
16354,Lachish,3,1,Hebrew,2,10,5.0
16356,Lachish,3,1,Hebrew,2,13,6.5
16361,Lachish,3,1,Hebrew,4,25,6.25
16360,Lachish,3,1,Hebrew,1,1,1.0
16362,Lachish,4,1,Hebrew,1,11,11.0
16363,Lachish,4,1,Hebrew,1,2,2.0
16366,Lachish,4,1,Hebrew,3,10,3.3333333333333335
16368,Lachish,4,1,Hebrew,2,10,5.0
16369,Lachish,4,1,Hebrew,1,10,10.0
16370,Lachish,4,1,Hebrew,1,3,3.0
16372,Lachish,4,1,Hebrew,2,5,2.5
16373,Lachish,4,1,Hebrew,1,5,5.0
16375,Lachish,4,1,Hebrew,2,12,6.0
16376,Lachish,4,1,Hebrew,1,7,7.0
16379,Lachish,4,1,Hebrew,3,16,5.333333333333333
16380,Lachish,4,1,Hebrew,1,5,5.0
16381,Lachish,5,1,Hebrew,1,17,17.0
16382,Lachish,5,1,Hebrew,1,3,3.0
16383,Lachish,5,1,Hebrew,1,1,1.0
16384,Lachish,5,1,Hebrew,1,8,8.0
16385,Lachish,5,1,Hebrew,1,10,10.0
16386,Lachish,5,1,Hebrew,1,9,9.0
16387,Lachish,5,1,Hebrew,1,10,10.0
16388,Lachish,6,1,Hebrew,1,4,4.0
16389,Lachish,6,1,Hebrew,1,11,11.0
16390,Lachish,6,1,Hebrew,1,3,3.0
16391,Lachish,6,1,Hebrew,1,1,1.0
16393,Lachish,6,1,Hebrew,2,15,7.5
16394,Lachish,6,1,Hebrew,1,2,2.0
16397,Lachish,6,1,Hebrew,3,17,5.666666666666667
16398,Lachish,6,1,Hebrew,1,2,2.0
16401,Lachish,6,1,Hebrew,3,9,3.0
16402,Lachish,6,1,Hebrew,1,4,4.0
16403,Lachish,6,1,Hebrew,1,1,1.0
16404,Lachish,6,1,Hebrew,1,1,1.0
16405,Lachish,6,1,Hebrew,1,4,4.0
16406,Lachish,6,1,Hebrew,1,4,4.0
16407,Lachish,6,1,Hebrew,1,7,7.0
16408,Lachish,6,1,Hebrew,1,8,8.0
16409,Mesha_Stela,1,1,Hebrew,1,8,8.0
16410,Mesha_Stela,1,2,Hebrew,1,7,7.0
16411,Mesha_Stela,1,2,Hebrew,1,6,6.0
16413,Mesha_Stela,1,4,Hebrew,2,11,5.5
16414,Mesha_Stela,1,4,Hebrew,1,7,7.0
16415,Mesha_Stela,1,4,Hebrew,1,8,8.0
16416,Mesha_Stela,1,5,Hebrew,1,3,3.0
16417,Mesha_Stela,1,5,Hebrew,1,6,6.0
16418,Mesha_Stela,1,5,Hebrew,1,6,6.0
16419,Mesha_Stela,1,6,Hebrew,1,5,5.0
16420,Mesha_Stela,1,6,Hebrew,1,4,4.0
16421,Mesha_Stela,1,6,Hebrew,1,3,3.0
16422,Mesha_Stela,1,7,Hebrew,1,5,5.0
16423,Mesha_Stela,1,7,Hebrew,1,8,8.0
16424,Mesha_Stela,1,8,Hebrew,1,5,5.0
16425,Mesha_Stela,1,8,Hebrew,1,7,7.0
16426,Mesha_Stela,1,9,Hebrew,1,13,13.0
16427,Mesha_Stela,1,9,Hebrew,1,7,7.0
16428,Mesha_Stela,1,10,Hebrew,1,4,4.0
16429,Mesha_Stela,1,10,Hebrew,1,6,6.0
16430,Mesha_Stela,1,10,Hebrew,1,4,4.0
16431,Mesha_Stela,1,11,Hebrew,1,9,9.0
16432,Mesha_Stela,1,11,Hebrew,1,8,8.0
16433,Mesha_Stela,1,12,Hebrew,1,5,5.0
16434,Mesha_Stela,1,12,Hebrew,1,3,3.0
16435,Mesha_Stela,1,13,Hebrew,1,9,9.0
16436,Mesha_Stela,1,13,Hebrew,1,6,6.0
16437,Mesha_Stela,1,14,Hebrew,1,7,7.0
16438,Mesha_Stela,1,14,Hebrew,1,8,8.0
16439,Mesha_Stela,1,15,Hebrew,1,11,11.0
16440,Mesha_Stela,1,16,Hebrew,1,5,5.0
16441,Mesha_Stela,1,16,Hebrew,1,1,1.0
16442,Mesha_Stela,1,16,Hebrew,1,5,5.0
16443,Mesha_Stela,1,17,Hebrew,1,5,5.0
16445,Mesha_Stela,1,17,Hebrew,2,11,5.5
16446,Mesha_Stela,1,18,Hebrew,1,3,3.0
16448,Mesha_Stela,1,19,Hebrew,2,15,7.5
16449,Mesha_Stela,1,20,Hebrew,1,6,6.0
16450,Mesha_Stela,1,21,Hebrew,1,7,7.0
16451,Mesha_Stela,1,21,Hebrew,1,6,6.0
16452,Mesha_Stela,1,22,Hebrew,1,6,6.0
16454,Mesha_Stela,1,22,Hebrew,2,9,4.5
16455,Mesha_Stela,1,23,Hebrew,1,7,7.0
16456,Mesha_Stela,1,24,Hebrew,1,9,9.0
16457,Mesha_Stela,1,25,Hebrew,1,5,5.0
16459,Mesha_Stela,1,25,Hebrew,2,7,3.5
16460,Mesha_Stela,1,26,Hebrew,1,10,10.0
16461,Mesha_Stela,1,27,Hebrew,1,5,5.0
16462,Mesha_Stela,1,27,Hebrew,1,5,5.0
16463,Mesha_Stela,1,28,Hebrew,1,5,5.0
16464,Mesha_Stela,1,28,Hebrew,1,12,12.0
16465,Mesha_Stela,1,29,Hebrew,1,10,10.0
16466,Mesha_Stela,1,29,Hebrew,1,6,6.0
16468,Mesha_Stela,1,29,Hebrew,2,8,4.0
16469,Mesha_Stela,1,30,Hebrew,1,11,11.0
16470,Mesha_Stela,1,31,Hebrew,1,3,3.0
16471,Mesha_Stela,1,31,Hebrew,1,7,7.0
16472,Mesha_Stela,1,32,Hebrew,1,5,5.0
16473,Mesha_Stela,1,32,Hebrew,1,3,3.0
16474,Mesha_Stela,1,33,Hebrew,1,7,7.0
16475,Mesha_Stela,1,33,Hebrew,1,3,3.0
16476,Mesha_Stela,1,33,Hebrew,1,4,4.0
16478,Mesha_Stela,1,34,Hebrew,2,14,7.0
16480,Mesha_Stela,1,36,Hebrew,2,11,5.5
16482,Mesha_Stela,1,36,Hebrew,2,12,6.0
16484,Mesha_Stela,1,37,Hebrew,2,8,4.0
16485,Mesha_Stela,1,37,Hebrew,1,5,5.0
16486,Mesha_Stela,1,37,Hebrew,1,1,1.0
16487,Mesha_Stela,1,37,Hebrew,1,3,3.0
16488,Mesha_Stela,1,38,Hebrew,1,7,7.0
16489,Mesha_Stela,1,38,Hebrew,1,3,3.0
16490,Mesha_Stela,1,38,Hebrew,1,8,8.0
16491,Mesha_Stela,1,38,Hebrew,1,8,8.0
16492,Mesha_Stela,1,39,Hebrew,1,2,2.0
16493,Mesad_Hashavyahu,1,1,Hebrew,1,9,9.0
16495,Mesad_Hashavyahu,1,1,Hebrew,2,9,4.5
16496,Mesad_Hashavyahu,1,1,Hebrew,1,4,4.0
16500,Mesad_Hashavyahu,1,1,Hebrew,3,13,4.333333333333333
16498,Mesad_Hashavyahu,1,1,Hebrew,1,7,7.0
16501,Mesad_Hashavyahu,1,1,Hebrew,1,5,5.0
16503,Mesad_Hashavyahu,1,1,Hebrew,2,12,6.0
16504,Mesad_Hashavyahu,1,1,Hebrew,1,7,7.0
16506,Mesad_Hashavyahu,1,1,Hebrew,2,15,7.5
16507,Mesad_Hashavyahu,1,1,Hebrew,1,5,5.0
16508,Mesad_Hashavyahu,1,1,Hebrew,1,4,4.0
16509,Mesad_Hashavyahu,1,1,Hebrew,1,2,2.0
16510,Mesad_Hashavyahu,1,1,Hebrew,1,5,5.0
16512,Mesad_Hashavyahu,1,1,Hebrew,2,11,5.5
16513,Mesad_Hashavyahu,1,1,Hebrew,1,5,5.0
16514,Mesad_Hashavyahu,1,1,Hebrew,1,6,6.0
16515,Mesad_Hashavyahu,1,1,Hebrew,1,4,4.0
16516,Siloam,1,1,Hebrew,1,3,3.0
16517,Siloam,1,1,Hebrew,1,6,6.0
16519,Siloam,1,1,Hebrew,2,11,5.5
16521,Siloam,1,1,Hebrew,2,7,3.5
16523,Siloam,1,1,Hebrew,2,8,4.0
16524,Siloam,1,1,Hebrew,1,11,11.0
16527,Siloam,1,1,Hebrew,3,16,5.333333333333333
16528,Siloam,1,1,Hebrew,1,15,15.0
16529,Siloam,1,1,Hebrew,1,11,11.0
