id,book,chapter,verse,language,number_phrases,number_words,ratio
15000,1QM,11,14,Hebrew,2,4,2.0
15001,1QM,11,14,Hebrew,1,2,2.0
15002,1QM,11,14,Hebrew,3,6,2.0
15003,1QM,11,15,Hebrew,4,6,1.5
15004,1QM,11,15,Hebrew,1,1,1.0
15005,1QM,11,15,Hebrew,3,11,3.6666666666666665
15006,1QM,11,16,Hebrew,3,6,2.0
15007,1QM,11,16,Hebrew,2,6,3.0
15008,1QM,11,17,Hebrew,3,7,2.3333333333333335
15009,1QM,11,17,Hebrew,3,6,2.0
15010,1QM,11,18,Hebrew,3,5,1.6666666666666667
15011,1QM,11,18,Hebrew,4,9,2.25
15012,1QM,11,19,Hebrew,2,2,1.0
15013,1QM,11,19,Hebrew,1,3,3.0
15014,1QM,11,19,Hebrew,2,4,2.0
15015,1QM,11,19,Hebrew,3,4,1.3333333333333333
15016,1QM,11,19,Hebrew,3,9,3.0
15017,1QM,11,20,Hebrew,6,16,2.6666666666666665
15018,1QM,11,21,Hebrew,4,8,2.0
15019,1QM,11,21,Hebrew,1,1,1.0
15020,1QM,11,21,Hebrew,1,1,1.0
15021,1QM,11,21,Hebrew,1,1,1.0
15022,1QM,11,21,Hebrew,2,2,1.0
15023,1QM,11,22,Hebrew,5,9,1.8
15024,1QM,11,22,Hebrew,1,1,1.0
15025,1QM,11,23,Hebrew,2,2,1.0
15026,1QM,11,23,Hebrew,2,3,1.5
15027,1QM,11,23,Hebrew,1,2,2.0
15028,1QM,11,23,Hebrew,1,2,2.0
15029,1QM,11,23,Hebrew,1,1,1.0
15030,1QM,11,23,Hebrew,2,7,3.5
15031,1QM,11,23,Hebrew,4,8,2.0
15032,1QM,11,23,Hebrew,1,1,1.0
15033,1QM,11,23,Hebrew,3,6,2.0
15034,1QM,11,24,Hebrew,5,11,2.2
15035,1QM,11,24,Hebrew,1,1,1.0
15036,1QM,11,24,Hebrew,1,1,1.0
15037,1QM,11,24,Hebrew,1,1,1.0
15038,1QM,11,24,Hebrew,2,6,3.0
15039,1QM,11,25,Hebrew,4,8,2.0
15040,1QM,11,26,Hebrew,4,5,1.25
15041,1QM,11,26,Hebrew,1,1,1.0
15042,1QM,11,26,Hebrew,1,1,1.0
15043,1QM,11,26,Hebrew,2,3,1.5
15044,1QM,11,26,Hebrew,1,1,1.0
15045,1QM,11,26,Hebrew,1,1,1.0
15046,1QM,11,26,Hebrew,1,1,1.0
15047,1QM,11,26,Hebrew,1,1,1.0
15048,1QM,11,26,Hebrew,3,5,1.6666666666666667
15049,1QM,11,27,Hebrew,2,6,3.0
15050,1QM,11,27,Hebrew,1,1,1.0
15051,1QM,11,27,Hebrew,1,1,1.0
15052,1QM,11,27,Hebrew,1,1,1.0
15053,1QM,11,27,Hebrew,1,1,1.0
15054,1QM,11,27,Hebrew,1,1,1.0
15055,1QM,12,1,Hebrew,1,1,1.0
15056,1QM,12,1,Hebrew,1,1,1.0
15057,1QM,12,1,Hebrew,2,10,5.0
15058,1QM,12,1,Hebrew,2,5,2.5
15059,1QM,12,1,Hebrew,2,3,1.5
15060,1QM,12,1,Hebrew,2,3,1.5
15061,1QM,12,2,Hebrew,1,1,1.0
15062,1QM,12,2,Hebrew,2,3,1.5
15063,1QM,12,2,Hebrew,3,3,1.0
15064,1QM,12,2,Hebrew,3,3,1.0
15065,1QM,12,2,Hebrew,2,2,1.0
15066,1QM,12,3,Hebrew,1,8,8.0
15067,1QM,12,4,Hebrew,3,8,2.6666666666666665
15068,1QM,12,4,Hebrew,1,3,3.0
15069,1QM,12,4,Hebrew,4,8,2.0
15070,1QM,12,4,Hebrew,3,4,1.3333333333333333
15071,1QM,12,4,Hebrew,1,1,1.0
15072,1QM,12,4,Hebrew,1,1,1.0
15073,1QM,12,4,Hebrew,2,3,1.5
15074,1QM,12,5,Hebrew,3,8,2.6666666666666665
15075,1QM,12,5,Hebrew,1,2,2.0
15076,1QM,12,5,Hebrew,2,10,5.0
15077,1QM,12,5,Hebrew,2,3,1.5
15078,1QM,12,5,Hebrew,2,2,1.0
15079,1QM,12,5,Hebrew,1,2,2.0
15080,1QM,12,5,Hebrew,4,6,1.5
15081,1QM,12,6,Hebrew,2,2,1.0
15082,1QM,12,6,Hebrew,2,2,1.0
15083,1QM,12,6,Hebrew,2,3,1.5
15084,1QM,12,6,Hebrew,1,2,2.0
15085,1QM,12,6,Hebrew,3,5,1.6666666666666667
15086,1QM,12,6,Hebrew,1,2,2.0
15087,1QM,12,7,Hebrew,5,8,1.6
15088,1QM,12,7,Hebrew,6,11,1.8333333333333333
15089,1QM,12,8,Hebrew,1,1,1.0
15090,1QM,12,8,Hebrew,3,7,2.3333333333333335
15091,1QM,12,8,Hebrew,2,2,1.0
15092,1QM,12,8,Hebrew,1,3,3.0
15093,1QM,12,8,Hebrew,2,4,2.0
15094,1QM,12,9,Hebrew,3,7,2.3333333333333335
15095,1QM,12,9,Hebrew,5,7,1.4
15096,1QM,12,10,Hebrew,4,6,1.5
15097,1QM,12,11,Hebrew,4,6,1.5
15098,1QM,12,11,Hebrew,1,1,1.0
15099,1QM,12,11,Hebrew,1,1,1.0
15100,1QM,12,11,Hebrew,2,8,4.0
15101,1QM,12,12,Hebrew,2,4,2.0
15102,1QM,12,12,Hebrew,3,3,1.0
15103,1QM,12,12,Hebrew,2,4,2.0
15104,1QM,12,12,Hebrew,2,3,1.5
15105,1QM,12,12,Hebrew,1,1,1.0
15106,1QM,12,12,Hebrew,2,2,1.0
15107,1QM,12,12,Hebrew,1,3,3.0
15108,1QM,12,13,Hebrew,5,7,1.4
15109,1QM,12,13,Hebrew,2,4,2.0
15110,1QM,12,13,Hebrew,2,2,1.0
15111,1QM,12,13,Hebrew,2,3,1.5
15112,1QM,12,13,Hebrew,1,1,1.0
15113,1QM,12,13,Hebrew,3,3,1.0
15114,1QM,12,14,Hebrew,2,4,2.0
15115,1QM,12,14,Hebrew,3,6,2.0
15116,1QM,12,14,Hebrew,2,2,1.0
15117,1QM,12,14,Hebrew,1,1,1.0
15118,1QM,12,14,Hebrew,1,1,1.0
15119,1QM,12,14,Hebrew,3,5,1.6666666666666667
15120,1QM,12,14,Hebrew,2,2,1.0
15121,1QM,12,14,Hebrew,1,1,1.0
15122,1QM,12,14,Hebrew,2,2,1.0
15123,1QM,12,14,Hebrew,1,1,1.0
15124,1QM,12,14,Hebrew,1,1,1.0
15125,1QM,12,14,Hebrew,1,1,1.0
15126,1QM,12,15,Hebrew,1,2,2.0
15127,1QM,12,15,Hebrew,1,1,1.0
15128,1QM,12,15,Hebrew,1,3,3.0
15129,1QM,12,15,Hebrew,1,1,1.0
15130,1QM,12,16,Hebrew,1,3,3.0
15131,1QM,12,17,Hebrew,3,4,1.3333333333333333
15132,1QM,12,17,Hebrew,3,6,2.0
15133,1QM,12,17,Hebrew,2,2,1.0
15134,1QM,12,17,Hebrew,1,1,1.0
15135,1QM,12,17,Hebrew,2,3,1.5
15136,1QM,12,17,Hebrew,2,4,2.0
15137,1QM,12,17,Hebrew,3,5,1.6666666666666667
15138,1QM,12,18,Hebrew,1,1,1.0
15139,1QM,12,18,Hebrew,1,2,2.0
15140,1QM,12,18,Hebrew,2,2,1.0
15141,1QM,12,19,Hebrew,3,5,1.6666666666666667
15142,1QM,12,19,Hebrew,2,2,1.0
15143,1QM,12,19,Hebrew,2,3,1.5
15144,1QM,12,20,Hebrew,1,2,2.0
15145,1QM,12,20,Hebrew,4,5,1.25
15146,1QM,12,21,Hebrew,3,4,1.3333333333333333
15147,1QM,12,21,Hebrew,3,4,1.3333333333333333
15148,1QM,12,22,Hebrew,1,1,1.0
15149,1QM,12,22,Hebrew,1,3,3.0
15150,1QM,12,23,Hebrew,1,1,1.0
15151,1QM,12,23,Hebrew,2,2,1.0
15152,1QM,12,23,Hebrew,2,2,1.0
15153,1QM,12,23,Hebrew,1,3,3.0
15154,1QM,12,24,Hebrew,1,2,2.0
15155,1QM,12,25,Hebrew,4,5,1.25
15156,1QM,12,25,Hebrew,3,4,1.3333333333333333
15157,1QM,12,25,Hebrew,1,1,1.0
15158,1QM,12,25,Hebrew,1,1,1.0
15159,1QM,12,26,Hebrew,1,3,3.0
15160,1QM,12,26,Hebrew,2,4,2.0
15161,1QM,12,27,Hebrew,2,3,1.5
15162,1QM,12,27,Hebrew,3,4,1.3333333333333333
15163,1QM,12,27,Hebrew,1,3,3.0
15164,1QM,12,27,Hebrew,3,5,1.6666666666666667
15165,1QM,12,28,Hebrew,4,12,3.0
15166,1QM,12,29,Hebrew,2,4,2.0
15167,1QM,12,29,Hebrew,3,15,5.0
15168,1QM,12,29,Hebrew,2,2,1.0
15169,1QM,12,29,Hebrew,1,1,1.0
15170,1QM,12,29,Hebrew,1,1,1.0
15171,1QM,12,29,Hebrew,3,5,1.6666666666666667
15172,1QM,12,30,Hebrew,4,6,1.5
15173,1QM,12,30,Hebrew,1,1,1.0
15174,1QM,12,30,Hebrew,1,1,1.0
15175,1QM,12,30,Hebrew,2,5,2.5
15176,1QM,12,30,Hebrew,2,3,1.5
15177,1QM,12,30,Hebrew,1,3,3.0
15178,1QM,12,31,Hebrew,1,1,1.0
15179,1QM,12,31,Hebrew,2,3,1.5
15180,1QM,12,32,Hebrew,1,1,1.0
15181,1QM,12,33,Hebrew,1,1,1.0
15182,1QS,1,1,Hebrew,3,9,3.0
15183,1QS,1,2,Hebrew,3,10,3.3333333333333335
15184,1QS,1,2,Hebrew,2,10,5.0
15185,1QS,1,2,Hebrew,3,14,4.666666666666667
15186,1QS,1,3,Hebrew,3,4,1.3333333333333333
15187,1QS,1,3,Hebrew,2,2,1.0
15188,1QS,1,3,Hebrew,3,5,1.6666666666666667
15189,1QS,1,3,Hebrew,2,2,1.0
15190,1QS,1,4,Hebrew,2,5,2.5
15191,1QS,1,4,Hebrew,3,7,2.3333333333333335
15192,1QS,1,5,Hebrew,4,11,2.75
15193,1QS,1,6,Hebrew,2,2,1.0
15194,1QS,1,6,Hebrew,3,10,3.3333333333333335
15195,1QS,1,6,Hebrew,2,4,2.0
15196,1QS,1,7,Hebrew,3,5,1.6666666666666667
15197,1QS,1,7,Hebrew,2,2,1.0
15198,1QS,1,7,Hebrew,3,7,2.3333333333333335
15199,1QS,1,8,Hebrew,2,5,2.5
15200,1QS,1,8,Hebrew,5,8,1.6
15201,1QS,1,8,Hebrew,3,6,2.0
15202,1QS,1,9,Hebrew,3,6,2.0
15203,1QS,1,9,Hebrew,2,7,3.5
15204,1QS,1,9,Hebrew,3,6,2.0
15205,1QS,1,9,Hebrew,2,7,3.5
15206,1QS,1,10,Hebrew,5,15,3.0
15207,1QS,1,10,Hebrew,3,5,1.6666666666666667
15208,1QS,1,10,Hebrew,3,8,2.6666666666666665
15209,1QS,1,10,Hebrew,3,7,2.3333333333333335
15210,1QS,1,10,Hebrew,1,2,2.0
15211,1QS,1,10,Hebrew,3,8,2.6666666666666665
15212,1QS,1,11,Hebrew,2,2,1.0
15213,1QS,1,11,Hebrew,3,12,4.0
15214,1QS,1,11,Hebrew,2,2,1.0
15215,1QS,1,11,Hebrew,2,4,2.0
15216,1QS,1,11,Hebrew,2,2,1.0
15217,1QS,1,11,Hebrew,2,6,3.0
15218,1QS,1,12,Hebrew,2,2,1.0
15219,1QS,1,12,Hebrew,2,6,3.0
15220,1QS,1,12,Hebrew,2,5,2.5
15221,1QS,2,1,Hebrew,5,9,1.8
15222,1QS,2,1,Hebrew,3,6,2.0
15223,1QS,2,1,Hebrew,2,4,2.0
15224,1QS,2,1,Hebrew,2,2,1.0
15225,1QS,2,1,Hebrew,2,2,1.0
15226,1QS,2,1,Hebrew,3,12,4.0
15227,1QS,2,1,Hebrew,2,4,2.0
15228,1QS,2,2,Hebrew,5,17,3.4
15229,1QS,2,2,Hebrew,3,6,2.0
15230,1QS,2,3,Hebrew,4,5,1.25
15231,1QS,2,3,Hebrew,3,5,1.6666666666666667
15232,1QS,2,3,Hebrew,1,2,2.0
15233,1QS,2,4,Hebrew,5,11,2.2
15234,1QS,2,4,Hebrew,4,7,1.75
15235,1QS,2,5,Hebrew,4,19,4.75
15236,1QS,2,6,Hebrew,4,5,1.25
15237,1QS,2,6,Hebrew,3,5,1.6666666666666667
15238,1QS,2,6,Hebrew,1,2,2.0
15239,1QS,2,6,Hebrew,1,1,1.0
15240,1QS,2,6,Hebrew,1,1,1.0
15241,1QS,2,6,Hebrew,1,1,1.0
15242,1QS,2,6,Hebrew,2,9,4.5
15243,1QS,2,6,Hebrew,4,10,2.5
15244,1QS,2,6,Hebrew,4,10,2.5
15245,1QS,2,7,Hebrew,5,12,2.4
15246,1QS,2,8,Hebrew,4,9,2.25
15247,1QS,2,8,Hebrew,4,7,1.75
15248,1QS,2,8,Hebrew,2,2,1.0
15249,1QS,2,8,Hebrew,3,5,1.6666666666666667
15250,1QS,2,8,Hebrew,4,6,1.5
15251,1QS,2,9,Hebrew,4,7,1.75
15252,1QS,2,9,Hebrew,4,6,1.5
15253,1QS,2,9,Hebrew,5,10,2.0
15254,1QS,2,10,Hebrew,4,9,2.25
15255,1QS,2,11,Hebrew,2,2,1.0
15256,1QS,2,11,Hebrew,2,2,1.0
15257,1QS,2,11,Hebrew,3,8,2.6666666666666665
15258,1QS,2,12,Hebrew,4,7,1.75
15259,1QS,2,12,Hebrew,2,2,1.0
15260,1QS,2,12,Hebrew,5,8,1.6
15261,1QS,2,12,Hebrew,2,2,1.0
15262,1QS,2,13,Hebrew,3,6,2.0
15263,1QS,2,13,Hebrew,3,3,1.0
15264,1QS,2,13,Hebrew,4,7,1.75
15265,1QS,2,14,Hebrew,4,4,1.0
15266,1QS,2,14,Hebrew,2,3,1.5
15267,1QS,2,14,Hebrew,3,3,1.0
15268,1QS,2,14,Hebrew,2,4,2.0
15269,1QS,2,15,Hebrew,3,7,2.3333333333333335
15270,1QS,2,15,Hebrew,6,9,1.5
15271,1QS,2,15,Hebrew,2,2,1.0
15272,1QS,2,16,Hebrew,4,9,2.25
15273,1QS,2,16,Hebrew,3,5,1.6666666666666667
15274,1QS,2,16,Hebrew,1,2,2.0
15275,1QS,2,17,Hebrew,3,7,2.3333333333333335
15276,1QS,2,17,Hebrew,2,2,1.0
15277,1QS,2,17,Hebrew,2,5,2.5
15278,1QS,2,17,Hebrew,1,2,2.0
15279,1QS,2,17,Hebrew,3,7,2.3333333333333335
15280,1QS,2,17,Hebrew,4,8,2.0
15281,1QS,2,17,Hebrew,2,4,2.0
15282,1QS,2,18,Hebrew,2,2,1.0
15283,1QS,2,18,Hebrew,3,9,3.0
15284,1QS,2,18,Hebrew,2,4,2.0
15285,1QS,2,18,Hebrew,1,2,2.0
15286,1QS,2,18,Hebrew,3,4,1.3333333333333333
15287,1QS,2,18,Hebrew,3,6,2.0
15288,1QS,2,18,Hebrew,4,9,2.25
15289,1QS,2,18,Hebrew,3,3,1.0
15290,1QS,2,19,Hebrew,4,12,3.0
15291,1QS,2,20,Hebrew,3,9,3.0
15292,1QS,2,20,Hebrew,5,6,1.2
15293,1QS,2,20,Hebrew,3,7,2.3333333333333335
15294,1QS,2,20,Hebrew,4,13,3.25
15295,1QS,2,21,Hebrew,3,7,2.3333333333333335
15296,1QS,2,22,Hebrew,3,3,1.0
15297,1QS,2,22,Hebrew,2,3,1.5
15298,1QS,2,22,Hebrew,3,4,1.3333333333333333
15299,1QS,2,22,Hebrew,1,2,2.0
15300,1QS,2,23,Hebrew,4,10,2.5
15301,1QS,2,24,Hebrew,4,16,4.0
15302,1QS,2,25,Hebrew,4,6,1.5
15303,1QS,2,25,Hebrew,6,22,3.6666666666666665
15304,1QS,2,25,Hebrew,2,5,2.5
15305,1QS,2,25,Hebrew,2,10,5.0
15306,1QS,2,26,Hebrew,5,8,1.6
15307,1QS,2,26,Hebrew,4,7,1.75
15308,1QS,2,27,Hebrew,4,16,4.0
15309,1QS,2,27,Hebrew,3,11,3.6666666666666665
15310,1QS,2,28,Hebrew,5,8,1.6
15311,1QS,2,28,Hebrew,2,2,1.0
15312,1QS,2,28,Hebrew,2,5,2.5
15313,1QS,2,28,Hebrew,2,6,3.0
15314,1QS,2,29,Hebrew,4,9,2.25
15315,1QS,2,30,Hebrew,3,6,2.0
15316,1QS,2,30,Hebrew,4,5,1.25
15317,1QS,2,31,Hebrew,5,14,2.8
15318,1QS,2,32,Hebrew,3,6,2.0
15319,1QS,2,32,Hebrew,3,5,1.6666666666666667
15320,1QS,2,33,Hebrew,4,8,2.0
15321,1QS,2,34,Hebrew,4,6,1.5
15322,1QS,2,34,Hebrew,3,5,1.6666666666666667
15323,1QS,2,35,Hebrew,3,4,1.3333333333333333
15324,1QS,2,35,Hebrew,4,6,1.5
15325,1QS,2,35,Hebrew,4,7,1.75
15326,1QS,2,35,Hebrew,4,7,1.75
15327,1QS,2,36,Hebrew,3,5,1.6666666666666667
15328,1QS,2,36,Hebrew,3,5,1.6666666666666667
15329,1QS,2,36,Hebrew,2,7,3.5
15330,1QS,2,37,Hebrew,5,12,2.4
15331,1QS,2,37,Hebrew,2,6,3.0
15332,1QS,2,38,Hebrew,4,15,3.75
15333,1QS,2,38,Hebrew,4,9,2.25
15334,1QS,2,39,Hebrew,4,12,3.0
15335,1QS,2,39,Hebrew,2,5,2.5
15336,1QS,2,39,Hebrew,3,6,2.0
15337,1QS,2,40,Hebrew,3,4,1.3333333333333333
15338,1QS,2,40,Hebrew,3,7,2.3333333333333335
15339,1QS,2,40,Hebrew,3,7,2.3333333333333335
15340,1QS,2,40,Hebrew,2,2,1.0
15341,1QS,2,40,Hebrew,2,5,2.5
15342,1QS,2,40,Hebrew,2,2,1.0
15343,1QS,2,40,Hebrew,2,8,4.0
15344,1QS,2,41,Hebrew,3,8,2.6666666666666665
15345,1QS,2,41,Hebrew,4,8,2.0
15346,1QS,3,1,Hebrew,1,2,2.0
15347,1QS,3,1,Hebrew,1,2,2.0
15348,1QS,3,1,Hebrew,6,35,5.833333333333333
15349,1QS,3,2,Hebrew,2,8,4.0
15350,1QS,3,3,Hebrew,3,5,1.6666666666666667
15351,1QS,3,3,Hebrew,2,4,2.0
15352,1QS,3,4,Hebrew,3,4,1.3333333333333333
15353,1QS,3,4,Hebrew,4,10,2.5
15354,1QS,3,4,Hebrew,2,2,1.0
15355,1QS,3,4,Hebrew,1,2,2.0
15356,1QS,3,5,Hebrew,2,5,2.5
15357,1QS,3,5,Hebrew,5,8,1.6
15358,1QS,3,6,Hebrew,5,7,1.4
15359,1QS,3,6,Hebrew,4,6,1.5
15360,1QS,3,6,Hebrew,3,8,2.6666666666666665
15361,1QS,3,7,Hebrew,2,7,3.5
15362,1QS,3,8,Hebrew,2,6,3.0
15363,1QS,3,8,Hebrew,3,7,2.3333333333333335
15364,1QS,3,9,Hebrew,2,8,4.0
15365,1QS,3,9,Hebrew,2,4,2.0
15366,1QS,3,10,Hebrew,3,9,3.0
15367,1QS,3,10,Hebrew,3,5,1.6666666666666667
15368,1QS,3,11,Hebrew,3,8,2.6666666666666665
15369,1QS,3,11,Hebrew,5,24,4.8
15370,1QS,3,12,Hebrew,3,12,4.0
15371,1QS,3,13,Hebrew,2,5,2.5
15372,1QS,3,13,Hebrew,2,4,2.0
15373,1QS,3,14,Hebrew,4,12,3.0
15374,1QS,3,15,Hebrew,4,7,1.75
15375,1QS,3,15,Hebrew,4,6,1.5
15376,1QS,3,15,Hebrew,3,6,2.0
15377,1QS,3,15,Hebrew,3,6,2.0
15378,1QS,3,16,Hebrew,4,7,1.75
15379,1QS,3,16,Hebrew,4,8,2.0
15380,1QS,3,17,Hebrew,3,4,1.3333333333333333
15381,1QS,3,17,Hebrew,4,7,1.75
15382,1QS,3,18,Hebrew,4,6,1.5
15383,1QS,3,18,Hebrew,2,5,2.5
15384,1QS,3,18,Hebrew,4,10,2.5
15385,1QS,3,18,Hebrew,4,8,2.0
15386,1QS,3,19,Hebrew,4,24,6.0
15387,1QS,3,19,Hebrew,3,6,2.0
15388,1QS,3,19,Hebrew,4,31,7.75
15389,1QS,3,19,Hebrew,4,6,1.5
15390,1QS,3,19,Hebrew,3,6,2.0
15391,1QS,3,20,Hebrew,2,7,3.5
15392,1QS,3,20,Hebrew,2,3,1.5
15393,1QS,3,20,Hebrew,2,3,1.5
15394,1QS,3,20,Hebrew,2,8,4.0
15395,1QS,3,20,Hebrew,5,13,2.6
15396,1QS,3,20,Hebrew,4,9,2.25
15397,1QS,3,21,Hebrew,2,4,2.0
15398,1QS,3,21,Hebrew,2,2,1.0
15399,1QS,3,21,Hebrew,4,6,1.5
15400,1QS,3,21,Hebrew,1,14,14.0
15401,1QS,3,21,Hebrew,2,2,1.0
15402,1QS,3,21,Hebrew,2,30,15.0
15403,1QS,3,21,Hebrew,2,9,4.5
15404,1QS,3,22,Hebrew,2,3,1.5
15405,1QS,3,22,Hebrew,2,3,1.5
15406,1QS,3,22,Hebrew,2,8,4.0
15407,1QS,3,22,Hebrew,6,20,3.3333333333333335
15408,1QS,3,23,Hebrew,4,19,4.75
15409,1QS,3,23,Hebrew,4,7,1.75
15410,1QS,3,24,Hebrew,2,6,3.0
15411,1QS,3,24,Hebrew,4,11,2.75
15412,1QS,3,25,Hebrew,3,5,1.6666666666666667
15413,1QS,3,25,Hebrew,5,20,4.0
15414,1QS,3,26,Hebrew,6,10,1.6666666666666667
15415,1QS,3,26,Hebrew,4,7,1.75
15416,1QS,3,27,Hebrew,2,4,2.0
15417,1QS,3,27,Hebrew,3,6,2.0
15418,1QS,3,28,Hebrew,3,7,2.3333333333333335
15419,1QS,3,28,Hebrew,4,4,1.0
15420,1QS,3,29,Hebrew,5,13,2.6
15421,1QS,3,29,Hebrew,2,3,1.5
15422,1QS,3,29,Hebrew,5,8,1.6
15423,1QS,3,30,Hebrew,6,7,1.1666666666666667
15424,1QS,3,30,Hebrew,5,12,2.4
15425,1QS,3,31,Hebrew,6,10,1.6666666666666667
15426,1QS,3,31,Hebrew,4,7,1.75
15427,1QS,3,31,Hebrew,3,9,3.0
15428,1QS,3,31,Hebrew,5,11,2.2
15429,1QS,3,32,Hebrew,5,13,2.6
15430,1QS,3,32,Hebrew,3,5,1.6666666666666667
15431,1QS,3,32,Hebrew,3,10,3.3333333333333335
15432,1QS,3,32,Hebrew,2,4,2.0
15433,1QS,3,33,Hebrew,5,8,1.6
15434,1QS,3,33,Hebrew,3,6,2.0
15435,1QS,3,34,Hebrew,3,3,1.0
15436,1QS,3,34,Hebrew,3,6,2.0
15437,1QS,3,35,Hebrew,4,10,2.5
15438,1QS,3,36,Hebrew,2,5,2.5
15439,1QS,3,36,Hebrew,2,9,4.5
15440,1QS,3,36,Hebrew,4,4,1.0
15441,1QS,3,36,Hebrew,4,10,2.5
15442,1QS,3,36,Hebrew,4,4,1.0
15443,1QS,3,37,Hebrew,6,10,1.6666666666666667
15444,1QS,3,37,Hebrew,3,3,1.0
15445,1QS,3,38,Hebrew,5,9,1.8
15446,1QS,3,39,Hebrew,4,6,1.5
15447,1QS,3,39,Hebrew,2,5,2.5
15448,1QS,3,39,Hebrew,5,15,3.0
15449,1QS,4,1,Hebrew,3,8,2.6666666666666665
15450,1QS,4,1,Hebrew,2,2,1.0
15451,1QS,4,1,Hebrew,2,5,2.5
15452,1QS,4,1,Hebrew,3,5,1.6666666666666667
15453,1QS,4,1,Hebrew,3,5,1.6666666666666667
15454,1QS,4,1,Hebrew,2,7,3.5
15455,1QS,4,1,Hebrew,3,11,3.6666666666666665
15456,1QS,4,1,Hebrew,3,8,2.6666666666666665
15457,1QS,4,1,Hebrew,2,3,1.5
15458,1QS,4,1,Hebrew,2,7,3.5
15459,1QS,4,1,Hebrew,3,5,1.6666666666666667
15460,1QS,4,2,Hebrew,4,21,5.25
15461,1QS,4,2,Hebrew,3,12,4.0
15462,1QS,4,2,Hebrew,4,7,1.75
15463,1QS,4,2,Hebrew,5,8,1.6
15464,1QS,4,2,Hebrew,2,12,6.0
15465,1QS,4,3,Hebrew,4,12,3.0
15466,1QS,4,3,Hebrew,4,10,2.5
15467,1QS,4,3,Hebrew,2,4,2.0
15468,1QS,4,3,Hebrew,4,6,1.5
15469,1QS,4,3,Hebrew,3,7,2.3333333333333335
15470,1QS,4,3,Hebrew,5,13,2.6
15471,1QS,4,3,Hebrew,2,3,1.5
15472,1QS,4,3,Hebrew,2,2,1.0
15473,1QS,4,4,Hebrew,4,11,2.75
15474,1QS,4,4,Hebrew,3,6,2.0
15475,1QS,4,5,Hebrew,4,10,2.5
15476,1QS,4,5,Hebrew,3,6,2.0
15477,1QS,4,6,Hebrew,4,8,2.0
15478,1QS,4,6,Hebrew,3,7,2.3333333333333335
15479,1QS,4,6,Hebrew,4,11,2.75
15480,1QS,4,6,Hebrew,4,9,2.25
15481,1QS,4,6,Hebrew,2,3,1.5
15482,1QS,4,6,Hebrew,3,4,1.3333333333333333
15483,1QS,4,6,Hebrew,2,6,3.0
15484,1QS,4,6,Hebrew,4,6,1.5
15485,1QS,4,6,Hebrew,3,6,2.0
15486,1QS,4,7,Hebrew,5,9,1.8
15487,1QS,4,7,Hebrew,2,7,3.5
15488,1QS,4,7,Hebrew,3,6,2.0
15489,1QS,4,8,Hebrew,4,6,1.5
15490,1QS,4,8,Hebrew,3,3,1.0
15491,1QS,4,8,Hebrew,5,7,1.4
15492,1QS,4,8,Hebrew,2,4,2.0
15493,1QS,4,8,Hebrew,4,6,1.5
15494,1QS,4,9,Hebrew,4,7,1.75
15495,1QS,4,9,Hebrew,3,6,2.0
15496,1QS,4,9,Hebrew,4,7,1.75
15497,1QS,4,9,Hebrew,4,9,2.25
15498,1QS,4,9,Hebrew,3,3,1.0
15499,1QS,4,10,Hebrew,3,5,1.6666666666666667
15500,1QS,4,10,Hebrew,2,7,3.5
15501,1QS,4,11,Hebrew,3,3,1.0
15502,1QS,4,11,Hebrew,3,6,2.0
15503,1QS,4,11,Hebrew,3,4,1.3333333333333333
15504,1QS,4,11,Hebrew,2,3,1.5
15505,1QS,4,12,Hebrew,6,13,2.1666666666666665
15506,1QS,4,12,Hebrew,4,5,1.25
15507,1QS,4,13,Hebrew,4,7,1.75
15508,1QS,4,13,Hebrew,3,3,1.0
15509,1QS,4,13,Hebrew,2,5,2.5
15510,1QS,4,13,Hebrew,7,17,2.4285714285714284
15511,1QS,4,14,Hebrew,6,8,1.3333333333333333
15512,1QS,4,14,Hebrew,3,3,1.0
15513,1QS,4,14,Hebrew,5,8,1.6
15514,1QS,4,14,Hebrew,3,4,1.3333333333333333
15515,1QS,4,14,Hebrew,2,3,1.5
15516,1QS,4,14,Hebrew,3,6,2.0
15517,1QS,4,14,Hebrew,3,5,1.6666666666666667
15518,1QS,4,14,Hebrew,4,5,1.25
15519,1QS,4,15,Hebrew,2,2,1.0
15520,1QS,4,15,Hebrew,4,6,1.5
15521,1QS,4,15,Hebrew,2,7,3.5
15522,1QS,4,15,Hebrew,2,3,1.5
15523,1QS,4,16,Hebrew,5,10,2.0
15524,1QS,4,16,Hebrew,3,3,1.0
15525,1QS,4,16,Hebrew,4,6,1.5
15526,1QS,4,17,Hebrew,4,5,1.25
15527,1QS,4,17,Hebrew,2,3,1.5
15528,1QS,4,17,Hebrew,4,9,2.25
15529,1QS,4,17,Hebrew,3,6,2.0
15530,1QS,4,18,Hebrew,4,6,1.5
15531,1QS,4,18,Hebrew,2,8,4.0
15532,1QS,4,18,Hebrew,2,5,2.5
15533,1QS,4,18,Hebrew,7,27,3.857142857142857
15534,1QS,4,18,Hebrew,3,5,1.6666666666666667
15535,1QS,4,18,Hebrew,2,5,2.5
15536,1QS,4,18,Hebrew,3,7,2.3333333333333335
15537,1QS,4,18,Hebrew,2,2,1.0
15538,1QS,4,18,Hebrew,1,2,2.0
15539,1QS,4,18,Hebrew,2,5,2.5
