id,book,chapter,verse,language,number_phrases,number_words,ratio
14458,1QM,6,40,Hebrew,3,7,2.3333333333333335
14459,1QM,6,40,Hebrew,1,3,3.0
14460,1QM,6,40,Hebrew,1,1,1.0
14461,1QM,6,40,Hebrew,1,2,2.0
14462,1QM,6,40,Hebrew,1,1,1.0
14463,1QM,6,40,Hebrew,1,3,3.0
14464,1QM,6,40,Hebrew,1,1,1.0
14465,1QM,6,41,Hebrew,1,3,3.0
14466,1QM,6,41,Hebrew,1,1,1.0
14467,1QM,6,42,Hebrew,1,2,2.0
14468,1QM,6,42,Hebrew,1,1,1.0
14469,1QM,6,42,Hebrew,1,1,1.0
14470,1QM,6,42,Hebrew,1,1,1.0
14471,1QM,6,42,Hebrew,1,1,1.0
14472,1QM,6,42,Hebrew,1,1,1.0
14473,1QM,7,1,Hebrew,1,2,2.0
14474,1QM,7,1,Hebrew,3,8,2.6666666666666665
14475,1QM,7,2,Hebrew,4,5,1.25
14476,1QM,7,2,Hebrew,4,9,2.25
14477,1QM,7,2,Hebrew,2,6,3.0
14478,1QM,7,2,Hebrew,1,1,1.0
14479,1QM,7,2,Hebrew,1,1,1.0
14480,1QM,7,3,Hebrew,5,8,1.6
14481,1QM,7,3,Hebrew,1,2,2.0
14482,1QM,7,3,Hebrew,3,6,2.0
14483,1QM,7,3,Hebrew,3,4,1.3333333333333333
14484,1QM,7,3,Hebrew,3,5,1.6666666666666667
14485,1QM,7,3,Hebrew,1,2,2.0
14486,1QM,7,3,Hebrew,1,1,1.0
14487,1QM,7,3,Hebrew,1,1,1.0
14488,1QM,7,3,Hebrew,4,10,2.5
14489,1QM,7,4,Hebrew,2,2,1.0
14490,1QM,7,4,Hebrew,4,5,1.25
14491,1QM,7,5,Hebrew,3,3,1.0
14492,1QM,7,5,Hebrew,4,6,1.5
14493,1QM,7,5,Hebrew,4,6,1.5
14494,1QM,7,5,Hebrew,3,7,2.3333333333333335
14495,1QM,7,5,Hebrew,2,4,2.0
14496,1QM,7,6,Hebrew,4,9,2.25
14497,1QM,7,6,Hebrew,1,2,2.0
14498,1QM,7,6,Hebrew,2,5,2.5
14499,1QM,7,6,Hebrew,3,6,2.0
14500,1QM,7,6,Hebrew,4,8,2.0
14501,1QM,7,7,Hebrew,4,6,1.5
14502,1QM,7,7,Hebrew,1,2,2.0
14503,1QM,7,7,Hebrew,5,9,1.8
14504,1QM,7,7,Hebrew,3,4,1.3333333333333333
14505,1QM,7,7,Hebrew,1,1,1.0
14506,1QM,7,7,Hebrew,1,3,3.0
14507,1QM,7,7,Hebrew,3,6,2.0
14508,1QM,7,7,Hebrew,3,5,1.6666666666666667
14509,1QM,7,8,Hebrew,2,10,5.0
14510,1QM,7,8,Hebrew,1,2,2.0
14511,1QM,7,8,Hebrew,3,13,4.333333333333333
14512,1QM,7,9,Hebrew,3,6,2.0
14513,1QM,7,9,Hebrew,4,9,2.25
14514,1QM,7,10,Hebrew,1,3,3.0
14515,1QM,7,10,Hebrew,3,3,1.0
14516,1QM,7,10,Hebrew,2,2,1.0
14517,1QM,7,10,Hebrew,3,4,1.3333333333333333
14518,1QM,7,10,Hebrew,3,4,1.3333333333333333
14519,1QM,7,10,Hebrew,2,2,1.0
14520,1QM,7,10,Hebrew,3,3,1.0
14521,1QM,7,10,Hebrew,1,12,12.0
14522,1QM,7,10,Hebrew,1,1,1.0
14523,1QM,7,11,Hebrew,3,19,6.333333333333333
14524,1QM,7,11,Hebrew,1,1,1.0
14525,1QM,7,11,Hebrew,1,15,15.0
14526,1QM,7,11,Hebrew,1,1,1.0
14527,1QM,7,11,Hebrew,1,1,1.0
14528,1QM,7,11,Hebrew,1,10,10.0
14529,1QM,7,11,Hebrew,1,8,8.0
14530,1QM,7,12,Hebrew,1,1,1.0
14531,1QM,7,12,Hebrew,3,5,1.6666666666666667
14532,1QM,7,12,Hebrew,1,1,1.0
14533,1QM,7,12,Hebrew,1,1,1.0
14534,1QM,7,12,Hebrew,1,5,5.0
14535,1QM,7,12,Hebrew,1,1,1.0
14536,1QM,7,12,Hebrew,1,1,1.0
14537,1QM,7,12,Hebrew,1,2,2.0
14538,1QM,7,12,Hebrew,1,1,1.0
14539,1QM,7,14,Hebrew,4,6,1.5
14540,1QM,7,15,Hebrew,4,8,2.0
14541,1QM,7,15,Hebrew,3,3,1.0
14542,1QM,7,16,Hebrew,4,14,3.5
14543,1QM,7,16,Hebrew,3,7,2.3333333333333335
14544,1QM,7,16,Hebrew,3,6,2.0
14545,1QM,7,17,Hebrew,3,5,1.6666666666666667
14546,1QM,7,18,Hebrew,5,10,2.0
14547,1QM,7,19,Hebrew,7,14,2.0
14548,1QM,7,19,Hebrew,3,5,1.6666666666666667
14549,1QM,7,19,Hebrew,2,2,1.0
14550,1QM,7,19,Hebrew,2,4,2.0
14551,1QM,7,20,Hebrew,2,4,2.0
14552,1QM,7,20,Hebrew,3,6,2.0
14553,1QM,7,20,Hebrew,3,4,1.3333333333333333
14554,1QM,7,21,Hebrew,5,10,2.0
14555,1QM,7,21,Hebrew,2,11,5.5
14556,1QM,7,22,Hebrew,5,7,1.4
14557,1QM,7,22,Hebrew,1,2,2.0
14558,1QM,7,22,Hebrew,3,4,1.3333333333333333
14559,1QM,7,22,Hebrew,3,4,1.3333333333333333
14560,1QM,7,22,Hebrew,3,4,1.3333333333333333
14561,1QM,7,22,Hebrew,3,5,1.6666666666666667
14562,1QM,7,23,Hebrew,3,4,1.3333333333333333
14563,1QM,7,23,Hebrew,3,5,1.6666666666666667
14564,1QM,7,23,Hebrew,4,4,1.0
14565,1QM,7,23,Hebrew,4,4,1.0
14566,1QM,7,24,Hebrew,5,12,2.4
14567,1QM,7,24,Hebrew,2,2,1.0
14568,1QM,7,24,Hebrew,2,5,2.5
14569,1QM,7,24,Hebrew,3,10,3.3333333333333335
14570,1QM,7,24,Hebrew,2,2,1.0
14571,1QM,7,24,Hebrew,1,1,1.0
14572,1QM,7,24,Hebrew,3,6,2.0
14573,1QM,7,24,Hebrew,3,6,2.0
14574,1QM,7,25,Hebrew,4,14,3.5
14575,1QM,7,26,Hebrew,4,9,2.25
14576,1QM,7,26,Hebrew,2,2,1.0
14577,1QM,7,26,Hebrew,2,2,1.0
14578,1QM,7,26,Hebrew,2,3,1.5
14579,1QM,7,27,Hebrew,2,3,1.5
14580,1QM,7,27,Hebrew,1,1,1.0
14581,1QM,7,27,Hebrew,1,1,1.0
14582,1QM,7,27,Hebrew,1,6,6.0
14583,1QM,7,27,Hebrew,1,2,2.0
14584,1QM,7,27,Hebrew,4,5,1.25
14585,1QM,7,27,Hebrew,2,2,1.0
14586,1QM,7,27,Hebrew,4,4,1.0
14587,1QM,7,27,Hebrew,2,2,1.0
14588,1QM,7,28,Hebrew,4,9,2.25
14589,1QM,7,28,Hebrew,2,5,2.5
14590,1QM,7,28,Hebrew,2,4,2.0
14591,1QM,7,28,Hebrew,3,7,2.3333333333333335
14592,1QM,7,28,Hebrew,4,10,2.5
14593,1QM,7,28,Hebrew,5,9,1.8
14594,1QM,7,28,Hebrew,1,2,2.0
14595,1QM,7,28,Hebrew,2,3,1.5
14596,1QM,7,28,Hebrew,3,8,2.6666666666666665
14597,1QM,7,29,Hebrew,1,1,1.0
14598,1QM,7,29,Hebrew,1,1,1.0
14599,1QM,7,29,Hebrew,1,8,8.0
14600,1QM,7,29,Hebrew,1,1,1.0
14601,1QM,7,29,Hebrew,1,1,1.0
14602,1QM,7,29,Hebrew,1,1,1.0
14603,1QM,7,29,Hebrew,4,7,1.75
14604,1QM,7,29,Hebrew,1,1,1.0
14605,1QM,7,29,Hebrew,1,2,2.0
14606,1QM,7,31,Hebrew,4,7,1.75
14607,1QM,7,31,Hebrew,3,7,2.3333333333333335
14608,1QM,7,31,Hebrew,1,1,1.0
14609,1QM,7,31,Hebrew,1,1,1.0
14610,1QM,7,32,Hebrew,4,7,1.75
14611,1QM,7,32,Hebrew,1,1,1.0
14612,1QM,7,33,Hebrew,1,1,1.0
14613,1QM,7,33,Hebrew,3,10,3.3333333333333335
14614,1QM,7,33,Hebrew,1,1,1.0
14615,1QM,7,33,Hebrew,1,1,1.0
14616,1QM,7,33,Hebrew,1,4,4.0
14617,1QM,7,34,Hebrew,5,14,2.8
14618,1QM,7,34,Hebrew,1,2,2.0
14619,1QM,7,34,Hebrew,1,4,4.0
14620,1QM,7,34,Hebrew,2,3,1.5
14621,1QM,7,34,Hebrew,1,1,1.0
14622,1QM,7,34,Hebrew,1,1,1.0
14623,1QM,7,34,Hebrew,1,7,7.0
14624,1QM,7,34,Hebrew,2,4,2.0
14625,1QM,7,34,Hebrew,1,2,2.0
14626,1QM,7,34,Hebrew,1,5,5.0
14627,1QM,7,34,Hebrew,2,6,3.0
14628,1QM,7,34,Hebrew,3,5,1.6666666666666667
14629,1QM,7,35,Hebrew,2,2,1.0
14630,1QM,7,35,Hebrew,1,1,1.0
14631,1QM,7,35,Hebrew,1,1,1.0
14632,1QM,7,35,Hebrew,1,4,4.0
14633,1QM,7,35,Hebrew,4,10,2.5
14634,1QM,7,36,Hebrew,1,1,1.0
14635,1QM,7,36,Hebrew,2,4,2.0
14636,1QM,7,36,Hebrew,2,6,3.0
14637,1QM,7,37,Hebrew,3,3,1.0
14638,1QM,7,37,Hebrew,4,8,2.0
14639,1QM,7,38,Hebrew,1,1,1.0
14640,1QM,7,38,Hebrew,2,5,2.5
14641,1QM,7,39,Hebrew,3,7,2.3333333333333335
14642,1QM,7,39,Hebrew,3,7,2.3333333333333335
14643,1QM,7,40,Hebrew,2,3,1.5
14644,1QM,7,40,Hebrew,1,1,1.0
14645,1QM,7,40,Hebrew,2,4,2.0
14646,1QM,7,40,Hebrew,2,3,1.5
14647,1QM,7,40,Hebrew,2,4,2.0
14648,1QM,7,40,Hebrew,3,7,2.3333333333333335
14649,1QM,7,41,Hebrew,1,1,1.0
14650,1QM,7,41,Hebrew,1,1,1.0
14651,1QM,7,41,Hebrew,2,3,1.5
14652,1QM,7,41,Hebrew,1,2,2.0
14653,1QM,7,41,Hebrew,3,4,1.3333333333333333
14654,1QM,7,41,Hebrew,2,2,1.0
14655,1QM,7,42,Hebrew,3,7,2.3333333333333335
14656,1QM,7,42,Hebrew,3,6,2.0
14657,1QM,7,43,Hebrew,2,4,2.0
14658,1QM,7,43,Hebrew,4,6,1.5
14659,1QM,7,44,Hebrew,3,4,1.3333333333333333
14660,1QM,7,44,Hebrew,3,4,1.3333333333333333
14661,1QM,7,45,Hebrew,2,5,2.5
14662,1QM,7,45,Hebrew,2,9,4.5
14663,1QM,7,46,Hebrew,1,1,1.0
14664,1QM,7,46,Hebrew,2,2,1.0
14665,1QM,7,46,Hebrew,3,4,1.3333333333333333
14666,1QM,7,46,Hebrew,1,1,1.0
14667,1QM,7,46,Hebrew,2,2,1.0
14668,1QM,7,46,Hebrew,1,3,3.0
14669,1QM,7,47,Hebrew,3,4,1.3333333333333333
14670,1QM,7,47,Hebrew,3,6,2.0
14671,1QM,7,48,Hebrew,4,5,1.25
14672,1QM,7,48,Hebrew,4,7,1.75
14673,1QM,7,48,Hebrew,2,2,1.0
14674,1QM,7,49,Hebrew,1,1,1.0
14675,1QM,7,49,Hebrew,1,2,2.0
14676,1QM,7,49,Hebrew,2,4,2.0
14677,1QM,7,49,Hebrew,2,3,1.5
14678,1QM,7,49,Hebrew,2,2,1.0
14679,1QM,7,49,Hebrew,1,1,1.0
14680,1QM,7,49,Hebrew,1,1,1.0
14681,1QM,7,49,Hebrew,2,2,1.0
14682,1QM,7,49,Hebrew,2,3,1.5
14683,1QM,7,50,Hebrew,1,1,1.0
14684,1QM,7,50,Hebrew,1,1,1.0
14685,1QM,7,50,Hebrew,1,3,3.0
14686,1QM,7,50,Hebrew,1,1,1.0
14687,1QM,7,50,Hebrew,1,1,1.0
14688,1QM,7,50,Hebrew,1,3,3.0
14689,1QM,7,50,Hebrew,1,1,1.0
14690,1QM,8,1,Hebrew,3,15,5.0
14691,1QM,8,2,Hebrew,4,14,3.5
14692,1QM,8,2,Hebrew,4,11,2.75
14693,1QM,8,3,Hebrew,2,2,1.0
14694,1QM,8,3,Hebrew,2,2,1.0
14695,1QM,8,3,Hebrew,3,12,4.0
14696,1QM,8,3,Hebrew,3,3,1.0
14697,1QM,8,3,Hebrew,3,4,1.3333333333333333
14698,1QM,8,3,Hebrew,3,4,1.3333333333333333
14699,1QM,8,4,Hebrew,4,6,1.5
14700,1QM,8,4,Hebrew,4,7,1.75
14701,1QM,8,5,Hebrew,4,10,2.5
14702,1QM,8,5,Hebrew,4,9,2.25
14703,1QM,8,5,Hebrew,3,4,1.3333333333333333
14704,1QM,8,5,Hebrew,3,6,2.0
14705,1QM,8,6,Hebrew,2,2,1.0
14706,1QM,8,6,Hebrew,1,3,3.0
14707,1QM,8,6,Hebrew,3,5,1.6666666666666667
14708,1QM,8,7,Hebrew,3,3,1.0
14709,1QM,8,7,Hebrew,1,1,1.0
14710,1QM,8,7,Hebrew,2,2,1.0
14711,1QM,8,7,Hebrew,1,1,1.0
14712,1QM,8,7,Hebrew,1,3,3.0
14713,1QM,8,7,Hebrew,5,9,1.8
14714,1QM,8,8,Hebrew,4,8,2.0
14715,1QM,8,8,Hebrew,1,1,1.0
14716,1QM,8,8,Hebrew,2,11,5.5
14717,1QM,8,8,Hebrew,1,1,1.0
14718,1QM,8,8,Hebrew,1,8,8.0
14719,1QM,8,9,Hebrew,1,1,1.0
14720,1QM,8,9,Hebrew,1,1,1.0
14721,1QM,8,9,Hebrew,2,4,2.0
14722,1QM,8,9,Hebrew,5,9,1.8
14723,1QM,8,10,Hebrew,4,6,1.5
14724,1QM,8,10,Hebrew,2,3,1.5
14725,1QM,8,10,Hebrew,1,1,1.0
14726,1QM,8,10,Hebrew,1,1,1.0
14727,1QM,8,10,Hebrew,3,7,2.3333333333333335
14728,1QM,8,11,Hebrew,5,6,1.2
14729,1QM,8,11,Hebrew,1,2,2.0
14730,1QM,8,12,Hebrew,2,3,1.5
14731,1QM,8,12,Hebrew,1,1,1.0
14732,1QM,8,12,Hebrew,2,4,2.0
14733,1QM,8,12,Hebrew,1,2,2.0
14734,1QM,8,12,Hebrew,2,3,1.5
14735,1QM,8,13,Hebrew,4,11,2.75
14736,1QM,8,13,Hebrew,4,6,1.5
14737,1QM,8,14,Hebrew,4,11,2.75
14738,1QM,8,14,Hebrew,3,5,1.6666666666666667
14739,1QM,8,14,Hebrew,3,9,3.0
14740,1QM,8,15,Hebrew,3,5,1.6666666666666667
14741,1QM,8,15,Hebrew,1,2,2.0
14742,1QM,8,15,Hebrew,3,6,2.0
14743,1QM,8,16,Hebrew,3,7,2.3333333333333335
14744,1QM,8,16,Hebrew,1,1,1.0
14745,1QM,8,17,Hebrew,5,8,1.6
14746,1QM,8,17,Hebrew,1,1,1.0
14747,1QM,8,17,Hebrew,1,1,1.0
14748,1QM,8,17,Hebrew,1,1,1.0
14749,1QM,8,17,Hebrew,1,1,1.0
14750,1QM,8,17,Hebrew,1,2,2.0
14751,1QM,8,17,Hebrew,3,5,1.6666666666666667
14752,1QM,8,17,Hebrew,2,3,1.5
14753,1QM,8,17,Hebrew,3,4,1.3333333333333333
14754,1QM,8,17,Hebrew,1,1,1.0
14755,1QM,8,17,Hebrew,1,1,1.0
14756,1QM,8,17,Hebrew,1,3,3.0
14757,1QM,8,17,Hebrew,2,5,2.5
14758,1QM,8,17,Hebrew,2,2,1.0
14759,1QM,8,17,Hebrew,1,1,1.0
14760,1QM,8,17,Hebrew,1,1,1.0
14761,1QM,8,18,Hebrew,4,4,1.0
14762,1QM,8,18,Hebrew,1,1,1.0
14763,1QM,8,20,Hebrew,1,7,7.0
14764,1QM,9,1,Hebrew,4,8,2.0
14765,1QM,9,1,Hebrew,3,7,2.3333333333333335
14766,1QM,9,1,Hebrew,2,4,2.0
14767,1QM,9,2,Hebrew,4,7,1.75
14768,1QM,9,2,Hebrew,3,7,2.3333333333333335
14769,1QM,9,3,Hebrew,3,4,1.3333333333333333
14770,1QM,9,3,Hebrew,2,2,1.0
14771,1QM,9,3,Hebrew,4,5,1.25
14772,1QM,9,3,Hebrew,2,6,3.0
14773,1QM,9,4,Hebrew,5,8,1.6
14774,1QM,9,4,Hebrew,4,7,1.75
14775,1QM,9,5,Hebrew,2,2,1.0
14776,1QM,9,5,Hebrew,2,2,1.0
14777,1QM,9,5,Hebrew,2,3,1.5
14778,1QM,9,5,Hebrew,4,6,1.5
14779,1QM,9,5,Hebrew,3,5,1.6666666666666667
14780,1QM,9,5,Hebrew,2,2,1.0
14781,1QM,9,6,Hebrew,3,3,1.0
14782,1QM,9,6,Hebrew,1,1,1.0
14783,1QM,9,6,Hebrew,1,1,1.0
14784,1QM,9,6,Hebrew,1,1,1.0
14785,1QM,9,6,Hebrew,4,6,1.5
14786,1QM,9,6,Hebrew,2,2,1.0
14787,1QM,9,6,Hebrew,4,8,2.0
14788,1QM,9,6,Hebrew,4,6,1.5
14789,1QM,9,6,Hebrew,2,4,2.0
14790,1QM,9,6,Hebrew,1,1,1.0
14791,1QM,9,6,Hebrew,2,3,1.5
14792,1QM,9,7,Hebrew,4,7,1.75
14793,1QM,9,7,Hebrew,3,6,2.0
14794,1QM,9,8,Hebrew,2,4,2.0
14795,1QM,9,8,Hebrew,1,1,1.0
14796,1QM,9,8,Hebrew,1,2,2.0
14797,1QM,9,9,Hebrew,4,8,2.0
14798,1QM,9,10,Hebrew,4,7,1.75
14799,1QM,9,11,Hebrew,3,3,1.0
14800,1QM,9,12,Hebrew,1,2,2.0
14801,1QM,9,12,Hebrew,1,3,3.0
14802,1QM,9,12,Hebrew,4,6,1.5
14803,1QM,9,13,Hebrew,5,10,2.0
14804,1QM,9,13,Hebrew,1,3,3.0
14805,1QM,9,14,Hebrew,3,7,2.3333333333333335
14806,1QM,9,14,Hebrew,1,1,1.0
14807,1QM,9,14,Hebrew,1,3,3.0
14808,1QM,9,15,Hebrew,4,7,1.75
14809,1QM,9,15,Hebrew,1,1,1.0
14810,1QM,9,15,Hebrew,1,2,2.0
14811,1QM,9,15,Hebrew,2,4,2.0
14812,1QM,9,16,Hebrew,5,7,1.4
14813,1QM,9,16,Hebrew,2,3,1.5
14814,1QM,9,16,Hebrew,1,1,1.0
14815,1QM,9,17,Hebrew,3,6,2.0
14816,1QM,9,17,Hebrew,4,6,1.5
14817,1QM,9,18,Hebrew,4,7,1.75
14818,1QM,9,19,Hebrew,2,5,2.5
14819,1QM,9,19,Hebrew,1,1,1.0
14820,1QM,9,20,Hebrew,5,12,2.4
14821,1QM,9,20,Hebrew,3,5,1.6666666666666667
14822,1QM,9,20,Hebrew,1,1,1.0
14823,1QM,9,20,Hebrew,2,15,7.5
14824,1QM,9,21,Hebrew,3,5,1.6666666666666667
14825,1QM,9,21,Hebrew,3,7,2.3333333333333335
14826,1QM,9,21,Hebrew,1,1,1.0
14827,1QM,9,21,Hebrew,1,1,1.0
14828,1QM,9,21,Hebrew,2,4,2.0
14829,1QM,9,21,Hebrew,3,5,1.6666666666666667
14830,1QM,9,22,Hebrew,1,1,1.0
14831,1QM,9,22,Hebrew,1,1,1.0
14832,1QM,9,22,Hebrew,1,2,2.0
14833,1QM,9,22,Hebrew,3,4,1.3333333333333333
14834,1QM,9,23,Hebrew,1,3,3.0
14835,1QM,9,24,Hebrew,2,4,2.0
14836,1QM,9,24,Hebrew,1,1,1.0
14837,1QM,9,24,Hebrew,3,4,1.3333333333333333
14838,1QM,10,1,Hebrew,3,6,2.0
14839,1QM,10,1,Hebrew,1,1,1.0
14840,1QM,10,1,Hebrew,1,5,5.0
14841,1QM,10,2,Hebrew,3,6,2.0
14842,1QM,10,2,Hebrew,3,6,2.0
14843,1QM,10,3,Hebrew,2,2,1.0
14844,1QM,10,3,Hebrew,1,1,1.0
14845,1QM,10,3,Hebrew,1,2,2.0
14846,1QM,10,3,Hebrew,1,1,1.0
14847,1QM,10,3,Hebrew,3,11,3.6666666666666665
14848,1QM,10,3,Hebrew,4,6,1.5
14849,1QM,10,3,Hebrew,1,3,3.0
14850,1QM,10,4,Hebrew,3,5,1.6666666666666667
14851,1QM,10,4,Hebrew,3,15,5.0
14852,1QM,10,5,Hebrew,4,10,2.5
14853,1QM,10,5,Hebrew,2,9,4.5
14854,1QM,10,6,Hebrew,4,7,1.75
14855,1QM,10,6,Hebrew,1,1,1.0
14856,1QM,10,6,Hebrew,1,1,1.0
14857,1QM,10,7,Hebrew,3,4,1.3333333333333333
14858,1QM,10,7,Hebrew,4,10,2.5
14859,1QM,10,7,Hebrew,2,2,1.0
14860,1QM,10,7,Hebrew,1,1,1.0
14861,1QM,10,7,Hebrew,1,1,1.0
14862,1QM,10,8,Hebrew,2,2,1.0
14863,1QM,10,8,Hebrew,2,2,1.0
14864,1QM,10,8,Hebrew,1,1,1.0
14865,1QM,10,8,Hebrew,2,2,1.0
14866,1QM,10,8,Hebrew,3,5,1.6666666666666667
14867,1QM,10,9,Hebrew,2,2,1.0
14868,1QM,10,9,Hebrew,2,2,1.0
14869,1QM,10,9,Hebrew,1,1,1.0
14870,1QM,10,9,Hebrew,1,1,1.0
14871,1QM,10,10,Hebrew,3,3,1.0
14872,1QM,10,10,Hebrew,4,6,1.5
14873,1QM,10,10,Hebrew,4,4,1.0
14874,1QM,10,10,Hebrew,2,2,1.0
14875,1QM,10,10,Hebrew,1,1,1.0
14876,1QM,10,11,Hebrew,3,4,1.3333333333333333
14877,1QM,10,11,Hebrew,3,6,2.0
14878,1QM,10,11,Hebrew,3,5,1.6666666666666667
14879,1QM,10,12,Hebrew,1,1,1.0
14880,1QM,10,12,Hebrew,1,2,2.0
14881,1QM,10,12,Hebrew,3,6,2.0
14882,1QM,10,12,Hebrew,2,5,2.5
14883,1QM,10,12,Hebrew,1,1,1.0
14884,1QM,10,12,Hebrew,2,2,1.0
14885,1QM,10,12,Hebrew,4,7,1.75
14886,1QM,10,12,Hebrew,1,1,1.0
14887,1QM,10,12,Hebrew,1,1,1.0
14888,1QM,10,12,Hebrew,2,4,2.0
14889,1QM,10,12,Hebrew,3,7,2.3333333333333335
14890,1QM,10,12,Hebrew,2,5,2.5
14891,1QM,10,12,Hebrew,1,1,1.0
14892,1QM,10,12,Hebrew,1,3,3.0
14893,1QM,10,13,Hebrew,3,5,1.6666666666666667
14894,1QM,10,13,Hebrew,1,1,1.0
14895,1QM,10,13,Hebrew,1,1,1.0
14896,1QM,10,13,Hebrew,1,2,2.0
14897,1QM,10,13,Hebrew,1,3,3.0
14898,1QM,10,13,Hebrew,3,6,2.0
14899,1QM,10,13,Hebrew,2,3,1.5
14900,1QM,10,13,Hebrew,1,1,1.0
14901,1QM,10,13,Hebrew,1,2,2.0
14902,1QM,10,13,Hebrew,1,1,1.0
14903,1QM,10,13,Hebrew,1,1,1.0
14904,1QM,10,13,Hebrew,1,1,1.0
14905,1QM,10,13,Hebrew,1,1,1.0
14906,1QM,10,15,Hebrew,1,3,3.0
14907,1QM,10,15,Hebrew,1,1,1.0
14908,1QM,10,15,Hebrew,3,8,2.6666666666666665
14909,1QM,10,15,Hebrew,4,7,1.75
14910,1QM,10,16,Hebrew,2,7,3.5
14911,1QM,10,16,Hebrew,1,2,2.0
14912,1QM,10,16,Hebrew,3,6,2.0
14913,1QM,10,17,Hebrew,6,11,1.8333333333333333
14914,1QM,10,17,Hebrew,3,5,1.6666666666666667
14915,1QM,10,18,Hebrew,1,1,1.0
14916,1QM,10,18,Hebrew,1,3,3.0
14917,1QM,10,18,Hebrew,4,6,1.5
14918,1QM,10,19,Hebrew,5,8,1.6
14919,1QM,10,20,Hebrew,2,3,1.5
14920,1QM,10,20,Hebrew,1,1,1.0
14921,1QM,10,20,Hebrew,1,4,4.0
14922,1QM,10,20,Hebrew,2,7,3.5
14923,1QM,10,21,Hebrew,5,8,1.6
14924,1QM,10,21,Hebrew,1,1,1.0
14925,1QM,10,22,Hebrew,4,9,2.25
14926,1QM,10,22,Hebrew,4,9,2.25
14927,1QM,10,22,Hebrew,1,1,1.0
14928,1QM,10,22,Hebrew,2,2,1.0
14929,1QM,10,22,Hebrew,2,6,3.0
14930,1QM,10,22,Hebrew,2,3,1.5
14931,1QM,10,23,Hebrew,3,9,3.0
14932,1QM,10,23,Hebrew,1,1,1.0
14933,1QM,10,23,Hebrew,1,1,1.0
14934,1QM,10,23,Hebrew,1,2,2.0
14935,1QM,10,24,Hebrew,1,1,1.0
14936,1QM,10,24,Hebrew,2,4,2.0
14937,1QM,10,24,Hebrew,2,3,1.5
14938,1QM,10,24,Hebrew,2,5,2.5
14939,1QM,10,24,Hebrew,4,8,2.0
14940,1QM,10,25,Hebrew,3,4,1.3333333333333333
14941,1QM,10,25,Hebrew,2,5,2.5
14942,1QM,10,25,Hebrew,4,7,1.75
14943,1QM,11,1,Hebrew,2,3,1.5
14944,1QM,11,1,Hebrew,1,4,4.0
14945,1QM,11,1,Hebrew,3,5,1.6666666666666667
14946,1QM,11,1,Hebrew,2,5,2.5
14947,1QM,11,1,Hebrew,1,1,1.0
14948,1QM,11,1,Hebrew,3,5,1.6666666666666667
14949,1QM,11,1,Hebrew,2,3,1.5
14950,1QM,11,1,Hebrew,4,8,2.0
14951,1QM,11,1,Hebrew,3,8,2.6666666666666665
14952,1QM,11,1,Hebrew,3,5,1.6666666666666667
14953,1QM,11,2,Hebrew,1,1,1.0
14954,1QM,11,2,Hebrew,1,1,1.0
14955,1QM,11,2,Hebrew,1,1,1.0
14956,1QM,11,2,Hebrew,1,2,2.0
14957,1QM,11,3,Hebrew,3,5,1.6666666666666667
14958,1QM,11,3,Hebrew,3,6,2.0
14959,1QM,11,3,Hebrew,3,5,1.6666666666666667
14960,1QM,11,3,Hebrew,1,1,1.0
14961,1QM,11,3,Hebrew,1,1,1.0
14962,1QM,11,3,Hebrew,3,7,2.3333333333333335
14963,1QM,11,4,Hebrew,2,2,1.0
14964,1QM,11,4,Hebrew,2,2,1.0
14965,1QM,11,4,Hebrew,3,7,2.3333333333333335
14966,1QM,11,4,Hebrew,2,2,1.0
14967,1QM,11,4,Hebrew,1,2,2.0
14968,1QM,11,4,Hebrew,4,7,1.75
14969,1QM,11,5,Hebrew,1,1,1.0
14970,1QM,11,5,Hebrew,1,2,2.0
14971,1QM,11,5,Hebrew,1,1,1.0
14972,1QM,11,5,Hebrew,1,1,1.0
14973,1QM,11,7,Hebrew,4,6,1.5
14974,1QM,11,7,Hebrew,2,2,1.0
14975,1QM,11,8,Hebrew,3,5,1.6666666666666667
14976,1QM,11,8,Hebrew,3,3,1.0
14977,1QM,11,8,Hebrew,1,1,1.0
14978,1QM,11,8,Hebrew,1,1,1.0
14979,1QM,11,9,Hebrew,2,2,1.0
14980,1QM,11,9,Hebrew,2,7,3.5
14981,1QM,11,9,Hebrew,5,8,1.6
14982,1QM,11,10,Hebrew,2,2,1.0
14983,1QM,11,10,Hebrew,3,5,1.6666666666666667
14984,1QM,11,10,Hebrew,1,1,1.0
14985,1QM,11,11,Hebrew,2,2,1.0
14986,1QM,11,11,Hebrew,1,1,1.0
14987,1QM,11,11,Hebrew,4,4,1.0
14988,1QM,11,11,Hebrew,1,1,1.0
14989,1QM,11,11,Hebrew,2,7,3.5
14990,1QM,11,11,Hebrew,3,5,1.6666666666666667
14991,1QM,11,11,Hebrew,1,1,1.0
14992,1QM,11,12,Hebrew,2,2,1.0
14993,1QM,11,12,Hebrew,1,1,1.0
14994,1QM,11,12,Hebrew,1,4,4.0
14995,1QM,11,13,Hebrew,1,1,1.0
14996,1QM,11,13,Hebrew,1,1,1.0
14997,1QM,11,13,Hebrew,1,1,1.0
14998,1QM,11,13,Hebrew,1,2,2.0
14999,1QM,11,13,Hebrew,2,2,1.0
